1,G:HGNC:6863,G:HGNC:1985,['GTG'],135.0,0.769,584.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:14269,G:HGNC:23317,['GTG'],5.0,0.975,204.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9038,G:HGNC:13414,['GTG'],4.0,0.988,339.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:437,G:HGNC:438,['GTG'],10.0,0.974,387.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9381,G:HGNC:9402,['GPdPG'],4.0,0.895,38.0,1
1,G:HGNC:9381,G:HGNC:9402,['GTG'],113.0,0.81,596.0,1
2,G:HGNC:9381,G:HGNC:9402,"['GPdPG', 'GTG']",117.0,0.702,393.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:20785,G:HGNC:9317,['GTG'],144.0,0.58,343.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:18133,G:HGNC:11842,['GPdPG'],1.0,0.963,27.0,1
2,G:HGNC:18133,G:HGNC:11842,"['GPdPG', 'GTG']",57.0,0.846,370.0,1
1,G:HGNC:18133,G:HGNC:11842,['GTG'],78.0,0.854,535.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4627,G:HGNC:4632,['GPdPG'],6.0,0.714,21.0,1
1,G:HGNC:4627,G:HGNC:4632,['GTG'],22.0,0.931,319.0,1
2,G:HGNC:4627,G:HGNC:4632,"['GPdPG', 'GTG']",31.0,0.53,66.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:17927,G:HGNC:20944,['GTG'],9.0,0.979,422.0,1
4,G:HGNC:17927,G:HGNC:20944,"['GTG', 'GMDpDMG']",418.0,0.958,9930.0,1
3,G:HGNC:17927,G:HGNC:20944,"['GTG', 'GMDMG']",909.0,0.918,11038.0,1
2,G:HGNC:17927,G:HGNC:20944,['GMDpDMG'],2207.0,0.539,4787.0,1
1,G:HGNC:17927,G:HGNC:20944,['GMDMG'],2616.0,0.302,3750.0,1
6,G:HGNC:17927,G:HGNC:20944,"['GTG', 'GMDMG', 'GMDpDMG']",3445.0,0.746,13554.0,1
5,G:HGNC:17927,G:HGNC:20944,"['GMDMG', 'GMDpDMG']",7225.0,0.399,12020.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4125,G:HGNC:4126,['GTG'],1.0,0.997,331.0,1
6,G:HGNC:4125,G:HGNC:4126,"['GTG', 'GMDpDMG']",2.0,1.0,6054.0,1
4,G:HGNC:4125,G:HGNC:4126,"['GTG', 'GMG']",4.0,0.998,2269.0,1
5,G:HGNC:4125,G:HGNC:4126,"['GTG', 'GMDMG']",5.0,0.999,7001.0,1
10,G:HGNC:4125,G:HGNC:4126,"['GTG', 'GMG', 'GMDMG']",7.0,0.998,3734.0,1
12,G:HGNC:4125,G:HGNC:4126,"['GTG', 'GMDMG', 'GMDpDMG']",13.0,0.998,6824.0,1
11,G:HGNC:4125,G:HGNC:4126,"['GTG', 'GMG', 'GMDpDMG']",17.0,0.995,3504.0,1
14,G:HGNC:4125,G:HGNC:4126,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",57.0,0.984,3548.0,1
1,G:HGNC:4125,G:HGNC:4126,['GMG'],546.0,0.456,1004.0,1
7,G:HGNC:4125,G:HGNC:4126,"['GMG', 'GMDMG']",1199.0,0.854,8222.0,1
8,G:HGNC:4125,G:HGNC:4126,"['GMG', 'GMDpDMG']",1213.0,0.839,7547.0,1
13,G:HGNC:4125,G:HGNC:4126,"['GMG', 'GMDMG', 'GMDpDMG']",1754.0,0.782,8041.0,1
2,G:HGNC:4125,G:HGNC:4126,['GMDMG'],2302.0,0.514,4740.0,1
3,G:HGNC:4125,G:HGNC:4126,['GMDpDMG'],3538.0,0.447,6394.0,1
9,G:HGNC:4125,G:HGNC:4126,"['GMDMG', 'GMDpDMG']",6388.0,0.505,12905.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3763,G:HGNC:3393,['GPdPG'],32.0,0.475,61.0,1
1,G:HGNC:3763,G:HGNC:3393,['GTG'],146.0,0.782,671.0,1
10,G:HGNC:3763,G:HGNC:3393,"['GPdPG', 'GTG', 'GMDMG']",184.0,0.589,448.0,1
14,G:HGNC:3763,G:HGNC:3393,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",184.0,0.551,410.0,1
11,G:HGNC:3763,G:HGNC:3393,"['GPdPG', 'GTG', 'GMDpDMG']",196.0,0.521,409.0,1
4,G:HGNC:3763,G:HGNC:3393,"['GPdPG', 'GTG']",243.0,0.482,469.0,1
12,G:HGNC:3763,G:HGNC:3393,"['GPdPG', 'GMDMG', 'GMDpDMG']",246.0,0.391,404.0,1
6,G:HGNC:3763,G:HGNC:3393,"['GPdPG', 'GMDpDMG']",255.0,0.29,359.0,1
5,G:HGNC:3763,G:HGNC:3393,"['GPdPG', 'GMDMG']",274.0,0.327,407.0,1
7,G:HGNC:3763,G:HGNC:3393,"['GTG', 'GMDMG']",660.0,0.938,10662.0,1
2,G:HGNC:3763,G:HGNC:3393,['GMDMG'],1100.0,0.62,2894.0,1
8,G:HGNC:3763,G:HGNC:3393,"['GTG', 'GMDpDMG']",2906.0,0.73,10756.0,1
3,G:HGNC:3763,G:HGNC:3393,['GMDpDMG'],3051.0,0.342,4638.0,1
13,G:HGNC:3763,G:HGNC:3393,"['GTG', 'GMDMG', 'GMDpDMG']",4657.0,0.665,13884.0,1
9,G:HGNC:3763,G:HGNC:3393,"['GMDMG', 'GMDpDMG']",7553.0,0.371,12007.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:813,G:HGNC:812,['GTG'],9.0,0.982,500.0,1
2,G:HGNC:813,G:HGNC:812,"['GTG', 'GMG']",147.0,0.96,3679.0,1
1,G:HGNC:813,G:HGNC:812,['GMG'],713.0,0.26,963.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:3391,G:HGNC:3763,['GTG'],18.0,0.966,523.0,1
0,G:HGNC:3391,G:HGNC:3763,['GPdPG'],30.0,0.516,62.0,1
2,G:HGNC:3391,G:HGNC:3763,"['GPdPG', 'GTG']",168.0,0.616,437.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9302,G:HGNC:28110,['GTG'],119.0,0.784,550.0,1
1,G:HGNC:9302,G:HGNC:28110,['GMDMG'],2192.0,0.391,3599.0,1
3,G:HGNC:9302,G:HGNC:28110,"['GTG', 'GMDMG']",3351.0,0.72,11957.0,1
2,G:HGNC:9302,G:HGNC:28110,['GMDpDMG'],3570.0,0.369,5660.0,1
4,G:HGNC:9302,G:HGNC:28110,"['GTG', 'GMDpDMG']",4809.0,0.59,11715.0,1
6,G:HGNC:9302,G:HGNC:28110,"['GTG', 'GMDMG', 'GMDpDMG']",6451.0,0.537,13936.0,1
5,G:HGNC:9302,G:HGNC:28110,"['GMDMG', 'GMDpDMG']",7361.0,0.417,12621.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
3,G:HGNC:7462,G:HGNC:7456,['GPdPG'],1.0,0.933,15.0,1
18,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDpDG', 'GPdPG']",2.0,0.895,19.0,1
7,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GPdPG']",2.0,0.833,12.0,1
12,G:HGNC:7462,G:HGNC:7456,"['GDpDpDG', 'GPdPG']",2.0,0.981,103.0,1
24,G:HGNC:7462,G:HGNC:7456,"['GDpDpDG', 'GPdPG', 'GTG']",2.0,0.97,66.0,1
21,G:HGNC:7462,G:HGNC:7456,"['GDpDG', 'GDpDpDG', 'GPdPG']",3.0,0.963,81.0,1
16,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDG', 'GPdPG']",3.0,0.842,19.0,1
0,G:HGNC:7462,G:HGNC:7456,['GDG'],4.0,0.714,14.0,1
29,G:HGNC:7462,G:HGNC:7456,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",4.0,0.931,58.0,1
13,G:HGNC:7462,G:HGNC:7456,"['GDpDpDG', 'GTG']",4.0,0.997,1452.0,1
10,G:HGNC:7462,G:HGNC:7456,"['GDpDG', 'GPdPG']",4.0,0.949,79.0,1
25,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG']",4.0,0.789,19.0,1
28,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDpDG', 'GPdPG', 'GTG']",4.0,0.915,47.0,1
20,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GPdPG', 'GTG']",4.0,0.907,43.0,1
27,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDG', 'GPdPG', 'GTG']",5.0,0.894,47.0,1
23,G:HGNC:7462,G:HGNC:7456,"['GDpDG', 'GPdPG', 'GTG']",6.0,0.897,58.0,1
8,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GTG']",6.0,0.912,68.0,1
6,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDpDG']",6.0,0.864,44.0,1
22,G:HGNC:7462,G:HGNC:7456,"['GDpDG', 'GDpDpDG', 'GTG']",6.0,0.994,933.0,1
5,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDG']",6.0,0.864,44.0,1
19,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDpDG', 'GTG']",6.0,0.924,79.0,1
15,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDG', 'GDpDpDG']",7.0,0.841,44.0,1
9,G:HGNC:7462,G:HGNC:7456,"['GDpDG', 'GDpDpDG']",7.0,0.998,3567.0,1
1,G:HGNC:7462,G:HGNC:7456,['GDpDG'],7.0,0.995,1302.0,1
17,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDG', 'GTG']",7.0,0.911,79.0,1
30,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",7.0,0.851,47.0,1
11,G:HGNC:7462,G:HGNC:7456,"['GDpDG', 'GTG']",8.0,0.991,863.0,1
26,G:HGNC:7462,G:HGNC:7456,"['GDG', 'GDpDG', 'GDpDpDG', 'GTG']",9.0,0.886,79.0,1
14,G:HGNC:7462,G:HGNC:7456,"['GPdPG', 'GTG']",11.0,0.838,68.0,1
4,G:HGNC:7462,G:HGNC:7456,['GTG'],11.0,0.95,218.0,1
2,G:HGNC:7462,G:HGNC:7456,['GDpDpDG'],91.0,0.985,5964.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
4,G:HGNC:10481,G:HGNC:12434,"['GTG', 'GMDpDMG']",99.0,0.991,11169.0,1
0,G:HGNC:10481,G:HGNC:12434,['GTG'],119.0,0.796,582.0,1
6,G:HGNC:10481,G:HGNC:12434,"['GTG', 'GMDMG', 'GMDpDMG']",248.0,0.983,14602.0,1
3,G:HGNC:10481,G:HGNC:12434,"['GTG', 'GMDMG']",370.0,0.968,11714.0,1
2,G:HGNC:10481,G:HGNC:12434,['GMDpDMG'],697.0,0.864,5131.0,1
1,G:HGNC:10481,G:HGNC:12434,['GMDMG'],1137.0,0.656,3301.0,1
5,G:HGNC:10481,G:HGNC:12434,"['GMDMG', 'GMDpDMG']",2595.0,0.788,12265.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9381,G:HGNC:392,['GTG'],100.0,0.839,622.0,1
6,G:HGNC:9381,G:HGNC:392,"['GTG', 'GMDpDMG']",479.0,0.965,13548.0,1
4,G:HGNC:9381,G:HGNC:392,"['GTG', 'GMG']",581.0,0.871,4519.0,1
1,G:HGNC:9381,G:HGNC:392,['GMG'],595.0,0.377,955.0,1
11,G:HGNC:9381,G:HGNC:392,"['GTG', 'GMG', 'GMDpDMG']",598.0,0.91,6675.0,1
10,G:HGNC:9381,G:HGNC:392,"['GTG', 'GMG', 'GMDMG']",688.0,0.904,7183.0,1
14,G:HGNC:9381,G:HGNC:392,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",722.0,0.892,6710.0,1
5,G:HGNC:9381,G:HGNC:392,"['GTG', 'GMDMG']",726.0,0.952,15009.0,1
12,G:HGNC:9381,G:HGNC:392,"['GTG', 'GMDMG', 'GMDpDMG']",1245.0,0.919,15363.0,1
8,G:HGNC:9381,G:HGNC:392,"['GMG', 'GMDpDMG']",1468.0,0.791,7012.0,1
13,G:HGNC:9381,G:HGNC:392,"['GMG', 'GMDMG', 'GMDpDMG']",1515.0,0.793,7316.0,1
7,G:HGNC:9381,G:HGNC:392,"['GMG', 'GMDMG']",1603.0,0.788,7555.0,1
2,G:HGNC:9381,G:HGNC:392,['GMDMG'],3223.0,0.346,4929.0,1
3,G:HGNC:9381,G:HGNC:392,['GMDpDMG'],3796.0,0.416,6497.0,1
9,G:HGNC:9381,G:HGNC:392,"['GMDMG', 'GMDpDMG']",5347.0,0.588,12987.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
29,G:HGNC:9870,G:HGNC:21406,"['GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",6.0,0.997,2188.0,1
22,G:HGNC:9870,G:HGNC:21406,"['GDpDpDG', 'GTG', 'GMDpDMG']",7.0,0.997,2194.0,1
21,G:HGNC:9870,G:HGNC:21406,"['GDpDpDG', 'GTG', 'GMDMG']",14.0,0.994,2485.0,1
30,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",16.0,0.982,914.0,1
26,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDpDMG']",19.0,0.979,916.0,1
9,G:HGNC:9870,G:HGNC:21406,"['GDpDpDG', 'GTG']",19.0,0.995,3483.0,1
19,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GTG', 'GMDpDMG']",21.0,0.977,915.0,1
28,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",22.0,0.976,914.0,1
25,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG']",32.0,0.969,1048.0,1
2,G:HGNC:9870,G:HGNC:21406,['GTG'],40.0,0.911,449.0,1
18,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GTG', 'GMDMG']",40.0,0.962,1041.0,1
15,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GDpDpDG', 'GTG']",56.0,0.96,1383.0,1
6,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GTG']",69.0,0.937,1092.0,1
23,G:HGNC:9870,G:HGNC:21406,"['GDpDpDG', 'GMDMG', 'GMDpDMG']",76.0,0.979,3604.0,1
11,G:HGNC:9870,G:HGNC:21406,"['GDpDpDG', 'GMDpDMG']",91.0,0.975,3612.0,1
13,G:HGNC:9870,G:HGNC:21406,"['GTG', 'GMDpDMG']",107.0,0.988,8648.0,1
27,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GDpDpDG', 'GMDMG', 'GMDpDMG']",115.0,0.924,1522.0,1
20,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GMDMG', 'GMDpDMG']",132.0,0.913,1519.0,1
24,G:HGNC:9870,G:HGNC:21406,"['GTG', 'GMDMG', 'GMDpDMG']",146.0,0.985,9798.0,1
10,G:HGNC:9870,G:HGNC:21406,"['GDpDpDG', 'GMDMG']",149.0,0.964,4113.0,1
0,G:HGNC:9870,G:HGNC:21406,['GDpDG'],160.0,0.6,400.0,1
17,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GDpDpDG', 'GMDpDMG']",171.0,0.888,1525.0,1
8,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GMDpDMG']",184.0,0.877,1493.0,1
12,G:HGNC:9870,G:HGNC:21406,"['GTG', 'GMDMG']",188.0,0.976,7919.0,1
16,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GDpDpDG', 'GMDMG']",254.0,0.855,1752.0,1
7,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GMDMG']",291.0,0.828,1695.0,1
1,G:HGNC:9870,G:HGNC:21406,['GDpDpDG'],327.0,0.943,5771.0,1
5,G:HGNC:9870,G:HGNC:21406,"['GDpDG', 'GDpDpDG']",453.0,0.806,2340.0,1
3,G:HGNC:9870,G:HGNC:21406,['GMDMG'],858.0,0.733,3211.0,1
4,G:HGNC:9870,G:HGNC:21406,['GMDpDMG'],1277.0,0.782,5853.0,1
14,G:HGNC:9870,G:HGNC:21406,"['GMDMG', 'GMDpDMG']",1787.0,0.859,12689.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:10251,G:HGNC:13480,['GTG'],226.0,0.69,729.0,1
2,G:HGNC:10251,G:HGNC:13480,['GMDMG'],350.0,0.867,2632.0,1
1,G:HGNC:10251,G:HGNC:13480,['GMG'],482.0,0.264,655.0,1
3,G:HGNC:10251,G:HGNC:13480,['GMDpDMG'],485.0,0.881,4081.0,1
12,G:HGNC:10251,G:HGNC:13480,"['GTG', 'GMDMG', 'GMDpDMG']",641.0,0.952,13352.0,1
14,G:HGNC:10251,G:HGNC:13480,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",651.0,0.873,5132.0,1
11,G:HGNC:10251,G:HGNC:13480,"['GTG', 'GMG', 'GMDpDMG']",960.0,0.81,5063.0,1
5,G:HGNC:10251,G:HGNC:13480,"['GTG', 'GMDMG']",1202.0,0.888,10772.0,1
4,G:HGNC:10251,G:HGNC:13480,"['GTG', 'GMG']",1220.0,0.655,3533.0,1
6,G:HGNC:10251,G:HGNC:13480,"['GTG', 'GMDpDMG']",1248.0,0.879,10352.0,1
10,G:HGNC:10251,G:HGNC:13480,"['GTG', 'GMG', 'GMDMG']",1256.0,0.789,5958.0,1
9,G:HGNC:10251,G:HGNC:13480,"['GMDMG', 'GMDpDMG']",1263.0,0.892,11727.0,1
13,G:HGNC:10251,G:HGNC:13480,"['GMG', 'GMDMG', 'GMDpDMG']",1919.0,0.69,6187.0,1
8,G:HGNC:10251,G:HGNC:13480,"['GMG', 'GMDpDMG']",2298.0,0.58,5470.0,1
7,G:HGNC:10251,G:HGNC:13480,"['GMG', 'GMDMG']",2976.0,0.513,6111.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4125,G:HGNC:23233,['GTG'],15.0,0.954,323.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9288,G:HGNC:9275,['GTG'],328.0,0.302,470.0,1
1,G:HGNC:9288,G:HGNC:9275,['GMG'],695.0,0.181,849.0,1
3,G:HGNC:9288,G:HGNC:9275,['GMDpDMG'],1823.0,0.713,6355.0,1
14,G:HGNC:9288,G:HGNC:9275,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2338.0,0.603,5885.0,1
8,G:HGNC:9288,G:HGNC:9275,"['GMG', 'GMDpDMG']",2547.0,0.623,6752.0,1
11,G:HGNC:9288,G:HGNC:9275,"['GTG', 'GMG', 'GMDpDMG']",2608.0,0.551,5812.0,1
2,G:HGNC:9288,G:HGNC:9275,['GMDMG'],2784.0,0.377,4468.0,1
13,G:HGNC:9288,G:HGNC:9275,"['GMG', 'GMDMG', 'GMDpDMG']",3055.0,0.579,7253.0,1
6,G:HGNC:9288,G:HGNC:9275,"['GTG', 'GMDpDMG']",3097.0,0.704,10453.0,1
4,G:HGNC:9288,G:HGNC:9275,"['GTG', 'GMG']",3201.0,0.117,3627.0,1
12,G:HGNC:9288,G:HGNC:9275,"['GTG', 'GMDMG', 'GMDpDMG']",3726.0,0.715,13057.0,1
7,G:HGNC:9288,G:HGNC:9275,"['GMG', 'GMDMG']",4202.0,0.425,7309.0,1
10,G:HGNC:9288,G:HGNC:9275,"['GTG', 'GMG', 'GMDMG']",4390.0,0.303,6298.0,1
9,G:HGNC:9288,G:HGNC:9275,"['GMDMG', 'GMDpDMG']",4930.0,0.62,12980.0,1
5,G:HGNC:9288,G:HGNC:9275,"['GTG', 'GMDMG']",5814.0,0.468,10920.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:1863,G:HGNC:26459,['GTG'],7.0,0.972,251.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:13480,G:HGNC:392,['GTG'],157.0,0.732,585.0,1
1,G:HGNC:13480,G:HGNC:392,['GMDMG'],3799.0,0.151,4474.0,1
2,G:HGNC:13480,G:HGNC:392,['GMDpDMG'],4180.0,0.272,5742.0,1
4,G:HGNC:13480,G:HGNC:392,"['GTG', 'GMDpDMG']",4943.0,0.589,12020.0,1
3,G:HGNC:13480,G:HGNC:392,"['GTG', 'GMDMG']",5145.0,0.606,13047.0,1
6,G:HGNC:13480,G:HGNC:392,"['GTG', 'GMDMG', 'GMDpDMG']",8350.0,0.408,14108.0,1
5,G:HGNC:13480,G:HGNC:392,"['GMDMG', 'GMDpDMG']",10065.0,0.206,12676.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
2,G:HGNC:851,G:HGNC:854,['GTG'],1.0,0.998,458.0,1
53,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",1.0,1.0,2906.0,1
33,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GTG', 'GMDpDMG']",1.0,1.0,2906.0,1
61,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2.0,0.999,1434.0,1
17,G:HGNC:851,G:HGNC:854,"['GTG', 'GMDpDMG']",2.0,1.0,10839.0,1
32,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GTG', 'GMDMG']",3.0,0.999,3292.0,1
52,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GTG', 'GMG', 'GMDpDMG']",4.0,0.997,1434.0,1
11,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GTG']",4.0,0.999,4693.0,1
16,G:HGNC:851,G:HGNC:854,"['GTG', 'GMDMG']",4.0,1.0,11665.0,1
51,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GTG', 'GMG', 'GMDMG']",7.0,0.995,1516.0,1
39,G:HGNC:851,G:HGNC:854,"['GTG', 'GMDMG', 'GMDpDMG']",7.0,0.999,12535.0,1
26,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GTG', 'GMDMG']",16.0,0.989,1460.0,1
58,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",28.0,0.978,1289.0,1
42,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG']",32.0,0.978,1461.0,1
27,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GTG', 'GMDpDMG']",34.0,0.974,1289.0,1
31,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GTG', 'GMG']",36.0,0.977,1599.0,1
62,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",40.0,0.934,605.0,1
7,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GTG']",44.0,0.971,1540.0,1
43,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDpDMG']",48.0,0.963,1289.0,1
47,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GTG', 'GMG', 'GMDMG']",54.0,0.915,637.0,1
56,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG', 'GMDMG']",57.0,0.911,637.0,1
48,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GTG', 'GMG', 'GMDpDMG']",57.0,0.906,605.0,1
49,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",61.0,0.953,1289.0,1
57,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG', 'GMDpDMG']",61.0,0.899,605.0,1
60,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",65.0,0.893,605.0,1
25,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GTG', 'GMG']",71.0,0.893,665.0,1
37,G:HGNC:851,G:HGNC:854,"['GTG', 'GMG', 'GMDMG']",76.0,0.989,6643.0,1
38,G:HGNC:851,G:HGNC:854,"['GTG', 'GMG', 'GMDpDMG']",91.0,0.986,6288.0,1
15,G:HGNC:851,G:HGNC:854,"['GTG', 'GMG']",102.0,0.971,3520.0,1
41,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG']",132.0,0.803,671.0,1
55,G:HGNC:851,G:HGNC:854,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",211.0,0.967,6340.0,1
21,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GTG']",214.0,0.89,1945.0,1
54,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",263.0,0.852,1782.0,1
36,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GMDMG', 'GMDpDMG']",282.0,0.924,3735.0,1
13,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GMDMG']",336.0,0.921,4246.0,1
59,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",354.0,0.555,795.0,1
34,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GMG', 'GMDMG']",369.0,0.805,1888.0,1
35,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GMG', 'GMDpDMG']",381.0,0.786,1782.0,1
50,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",465.0,0.415,795.0,1
44,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GMG', 'GMDMG']",465.0,0.448,843.0,1
45,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GMG', 'GMDpDMG']",479.0,0.397,795.0,1
29,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GMG', 'GMDpDMG']",501.0,0.37,795.0,1
28,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GMG', 'GMDMG']",502.0,0.405,843.0,1
0,G:HGNC:851,G:HGNC:854,['GDpDG'],513.0,0.117,581.0,1
14,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GMDpDMG']",540.0,0.855,3733.0,1
46,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GMDMG', 'GMDpDMG']",622.0,0.642,1737.0,1
8,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GMG']",720.0,0.149,846.0,1
22,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GMG']",733.0,0.188,903.0,1
12,G:HGNC:851,G:HGNC:854,"['GDpDpDG', 'GMG']",849.0,0.579,2016.0,1
23,G:HGNC:851,G:HGNC:854,"['GDpDG', 'GDpDpDG', 'GMDMG']",891.0,0.549,1977.0,1
