13,G:HGNC:9611,G:HGNC:10481,"['GMG', 'GMDMG', 'GMDpDMG']",1493.0,0.615,3873.0,1
8,G:HGNC:9611,G:HGNC:10481,"['GMG', 'GMDpDMG']",1896.0,0.464,3539.0,1
3,G:HGNC:9611,G:HGNC:10481,['GMDpDMG'],3203.0,0.284,4473.0,1
12,G:HGNC:9611,G:HGNC:10481,"['GTG', 'GMDMG', 'GMDpDMG']",3204.0,0.781,14615.0,1
6,G:HGNC:9611,G:HGNC:10481,"['GTG', 'GMDpDMG']",5027.0,0.523,10544.0,1
9,G:HGNC:9611,G:HGNC:10481,"['GMDMG', 'GMDpDMG']",5144.0,0.555,11565.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:1973,G:HGNC:5201,['GTG'],42.0,0.814,226.0,1
1,G:HGNC:1973,G:HGNC:5201,['GMDMG'],104.0,0.945,1882.0,1
2,G:HGNC:1973,G:HGNC:5201,"['GTG', 'GMDMG']",190.0,0.9,1904.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9299,G:HGNC:15566,['GTG'],78.0,0.861,562.0,1
1,G:HGNC:9299,G:HGNC:15566,['GMDMG'],2597.0,0.17,3129.0,1
2,G:HGNC:9299,G:HGNC:15566,"['GTG', 'GMDMG']",8182.0,0.196,10173.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9286,G:HGNC:9288,['GTG'],4.0,0.985,275.0,1
4,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMG']",13.0,0.994,2282.0,1
1,G:HGNC:9286,G:HGNC:9288,['GMG'],201.0,0.648,571.0,1
11,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMG', 'GMDpDMG']",395.0,0.84,2466.0,1
10,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMG', 'GMDMG']",1474.0,0.504,2973.0,1
6,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMDpDMG']",1513.0,0.743,5883.0,1
14,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1908.0,0.228,2472.0,1
8,G:HGNC:9286,G:HGNC:9288,"['GMG', 'GMDpDMG']",2326.0,0.334,3494.0,1
13,G:HGNC:9286,G:HGNC:9288,"['GMG', 'GMDMG', 'GMDpDMG']",3246.0,0.101,3612.0,1
7,G:HGNC:9286,G:HGNC:9288,"['GMG', 'GMDMG']",3376.0,0.187,4152.0,1
2,G:HGNC:9286,G:HGNC:9288,['GMDMG'],3486.0,0.123,3974.0,1
3,G:HGNC:9286,G:HGNC:9288,['GMDpDMG'],4000.0,0.075,4324.0,1
5,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMDMG']",4589.0,0.341,6963.0,1
12,G:HGNC:9286,G:HGNC:9288,"['GTG', 'GMDMG', 'GMDpDMG']",5820.0,0.198,7261.0,1
9,G:HGNC:9286,G:HGNC:9288,"['GMDMG', 'GMDpDMG']",8123.0,0.046,8513.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
31,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMG']",1.0,0.75,4.0,1
61,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.75,4.0,1
32,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMDMG']",1.0,0.8,5.0,1
33,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMDpDMG']",1.0,0.8,5.0,1
35,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMG', 'GMDpDMG']",1.0,0.8,5.0,1
36,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMDMG', 'GMDpDMG']",1.0,0.857,7.0,1
41,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG']",1.0,0.0,1.0,1
42,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDMG']",1.0,0.5,2.0,1
43,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDpDMG']",1.0,0.5,2.0,1
44,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMG', 'GMDMG']",1.0,0.0,1.0,1
45,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMG', 'GMDpDMG']",1.0,0.0,1.0,1
46,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMDMG', 'GMDpDMG']",1.0,0.667,3.0,1
51,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMG', 'GMDMG']",1.0,0.75,4.0,1
52,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMG', 'GMDpDMG']",1.0,0.75,4.0,1
53,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",1.0,0.8,5.0,1
54,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.8,5.0,1
56,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG', 'GMDMG']",1.0,0.0,1.0,1
57,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG', 'GMDpDMG']",1.0,0.0,1.0,1
58,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",1.0,0.5,2.0,1
59,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.0,1.0,1
27,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMDpDMG']",1.0,1.0,2479.0,1
24,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMDpDMG']",1.0,0.667,3.0,1
62,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.0,1.0,1
21,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GTG']",1.0,0.5,2.0,1
1,G:HGNC:5330,G:HGNC:29685,['GPdPG'],1.0,0.75,4.0,1
6,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG']",1.0,0.667,3.0,1
11,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GTG']",1.0,0.8,5.0,1
12,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMG']",1.0,0.8,5.0,1
22,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMG']",1.0,0.0,1.0,1
14,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMDpDMG']",1.0,0.857,7.0,1
17,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMDpDMG']",1.0,1.0,7958.0,1
23,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GPdPG', 'GMDMG']",2.0,0.333,3.0,1
2,G:HGNC:5330,G:HGNC:29685,['GTG'],2.0,0.995,402.0,1
13,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMDMG']",2.0,0.714,7.0,1
34,G:HGNC:5330,G:HGNC:29685,"['GPdPG', 'GMG', 'GMDMG']",3.0,0.4,5.0,1
38,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMG', 'GMDpDMG']",3.0,0.999,3788.0,1
48,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMG', 'GMDpDMG']",5.0,0.994,882.0,1
49,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",8.0,0.997,2466.0,1
7,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG']",8.0,0.998,4006.0,1
60,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",9.0,0.99,882.0,1
39,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMDMG', 'GMDpDMG']",12.0,0.999,10327.0,1
25,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMG']",13.0,0.988,1058.0,1
55,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",29.0,0.992,3832.0,1
15,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMG']",30.0,0.987,2350.0,1
26,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMDMG']",31.0,0.989,2783.0,1
29,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMG', 'GMDpDMG']",52.0,0.953,1110.0,1
3,G:HGNC:5330,G:HGNC:29685,['GMG'],70.0,0.822,393.0,1
47,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GTG', 'GMG', 'GMDMG']",71.0,0.929,1004.0,1
16,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMDMG']",99.0,0.988,8115.0,1
50,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",115.0,0.896,1110.0,1
19,G:HGNC:5330,G:HGNC:29685,"['GMG', 'GMDpDMG']",172.0,0.965,4880.0,1
10,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMDpDMG']",221.0,0.937,3534.0,1
5,G:HGNC:5330,G:HGNC:29685,['GMDpDMG'],287.0,0.941,4843.0,1
37,G:HGNC:5330,G:HGNC:29685,"['GTG', 'GMG', 'GMDMG']",290.0,0.932,4279.0,1
8,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMG']",306.0,0.772,1344.0,1
30,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMDMG', 'GMDpDMG']",310.0,0.912,3516.0,1
28,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMG', 'GMDMG']",464.0,0.634,1269.0,1
40,G:HGNC:5330,G:HGNC:29685,"['GMG', 'GMDMG', 'GMDpDMG']",574.0,0.893,5345.0,1
9,G:HGNC:5330,G:HGNC:29685,"['GDpDpDG', 'GMDMG']",1382.0,0.65,3948.0,1
20,G:HGNC:5330,G:HGNC:29685,"['GMDMG', 'GMDpDMG']",1587.0,0.869,12079.0,1
0,G:HGNC:5330,G:HGNC:29685,['GDpDpDG'],1644.0,0.714,5743.0,1
4,G:HGNC:5330,G:HGNC:29685,['GMDMG'],1901.0,0.4,3170.0,1
18,G:HGNC:5330,G:HGNC:29685,"['GMG', 'GMDMG']",2196.0,0.575,5164.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9299,G:HGNC:9318,['GTG'],380.0,0.246,504.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:21531,G:HGNC:22946,['GTG'],2.0,0.992,236.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
8,G:HGNC:5194,G:HGNC:5196,"['GTG', 'GMDpDMG']",1.0,0.999,1415.0,1
4,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GTG']",2.0,0.8,10.0,1
10,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GTG', 'GMDMG']",2.0,0.778,9.0,1
11,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GTG', 'GMDpDMG']",2.0,0.778,9.0,1
1,G:HGNC:5194,G:HGNC:5196,['GTG'],3.0,0.981,154.0,1
14,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",3.0,0.667,9.0,1
0,G:HGNC:5194,G:HGNC:5196,['GPdPG'],4.0,0.778,18.0,1
6,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GMDpDMG']",4.0,0.833,24.0,1
5,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GMDMG']",8.0,0.667,24.0,1
12,G:HGNC:5194,G:HGNC:5196,"['GPdPG', 'GMDMG', 'GMDpDMG']",9.0,0.625,24.0,1
7,G:HGNC:5194,G:HGNC:5196,"['GTG', 'GMDMG']",33.0,0.974,1250.0,1
13,G:HGNC:5194,G:HGNC:5196,"['GTG', 'GMDMG', 'GMDpDMG']",85.0,0.946,1584.0,1
3,G:HGNC:5194,G:HGNC:5196,['GMDpDMG'],3294.0,0.441,5888.0,1
2,G:HGNC:5194,G:HGNC:5196,['GMDMG'],4088.0,0.132,4708.0,1
9,G:HGNC:5194,G:HGNC:5196,"['GMDMG', 'GMDpDMG']",9811.0,0.225,12652.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9304,G:HGNC:9307,['GTG'],15.0,0.959,369.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
2,G:HGNC:9306,G:HGNC:9300,['GMDpDMG'],13.0,0.996,3582.0,1
0,G:HGNC:9306,G:HGNC:9300,['GTG'],20.0,0.949,391.0,1
4,G:HGNC:9306,G:HGNC:9300,"['GTG', 'GMDpDMG']",28.0,0.996,7825.0,1
1,G:HGNC:9306,G:HGNC:9300,['GMDMG'],2385.0,0.151,2808.0,1
6,G:HGNC:9306,G:HGNC:9300,"['GTG', 'GMDMG', 'GMDpDMG']",3462.0,0.699,11491.0,1
3,G:HGNC:9306,G:HGNC:9300,"['GTG', 'GMDMG']",4627.0,0.381,7471.0,1
5,G:HGNC:9306,G:HGNC:9300,"['GMDMG', 'GMDpDMG']",5239.0,0.519,10897.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:393,G:HGNC:9403,['GTG'],38.0,0.933,571.0,1
2,G:HGNC:393,G:HGNC:9403,"['GTG', 'GMDMG']",1928.0,0.822,10802.0,1
1,G:HGNC:393,G:HGNC:9403,['GMDMG'],3257.0,0.187,4007.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9611,G:HGNC:8031,['GPdPG'],14.0,0.785,65.0,1
1,G:HGNC:9611,G:HGNC:8031,['GTG'],138.0,0.824,783.0,1
2,G:HGNC:9611,G:HGNC:8031,"['GPdPG', 'GTG']",165.0,0.656,480.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9036,G:HGNC:27396,['GTG'],8.0,0.977,345.0,1
2,G:HGNC:9036,G:HGNC:27396,"['GTG', 'GMDMG']",1642.0,0.744,6414.0,1
1,G:HGNC:9036,G:HGNC:27396,['GMDMG'],3205.0,0.061,3413.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:817,G:HGNC:816,['GTG'],13.0,0.977,556.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:8931,G:HGNC:8930,['GTG'],1.0,0.997,378.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:11455,G:HGNC:30004,['GTG'],13.0,0.951,264.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4127,G:HGNC:30488,['GTG'],2.0,0.992,239.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
4,G:HGNC:9276,G:HGNC:28110,"['GTG', 'GMDpDMG']",3.0,1.0,9077.0,1
0,G:HGNC:9276,G:HGNC:28110,['GTG'],12.0,0.968,378.0,1
2,G:HGNC:9276,G:HGNC:28110,['GMDpDMG'],337.0,0.922,4312.0,1
1,G:HGNC:9276,G:HGNC:28110,['GMDMG'],2198.0,0.25,2929.0,1
3,G:HGNC:9276,G:HGNC:28110,"['GTG', 'GMDMG']",2240.0,0.713,7812.0,1
6,G:HGNC:9276,G:HGNC:28110,"['GTG', 'GMDMG', 'GMDpDMG']",2599.0,0.782,11916.0,1
5,G:HGNC:9276,G:HGNC:28110,"['GMDMG', 'GMDpDMG']",6906.0,0.379,11124.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4127,G:HGNC:19873,['GTG'],6.0,0.975,241.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:19342,G:HGNC:23317,['GTG'],19.0,0.893,177.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:11408,G:HGNC:13480,['GTG'],175.0,0.738,668.0,1
4,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMG']",264.0,0.951,5443.0,1
10,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMG', 'GMDMG']",659.0,0.921,8299.0,1
1,G:HGNC:11408,G:HGNC:13480,['GMG'],666.0,0.548,1474.0,1
7,G:HGNC:11408,G:HGNC:13480,"['GMG', 'GMDMG']",1447.0,0.847,9448.0,1
11,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMG', 'GMDpDMG']",1496.0,0.803,7583.0,1
5,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMDMG']",2162.0,0.826,12415.0,1
14,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2313.0,0.696,7620.0,1
2,G:HGNC:11408,G:HGNC:13480,['GMDMG'],2463.0,0.396,4075.0,1
8,G:HGNC:11408,G:HGNC:13480,"['GMG', 'GMDpDMG']",2830.0,0.674,8675.0,1
13,G:HGNC:11408,G:HGNC:13480,"['GMG', 'GMDMG', 'GMDpDMG']",3972.0,0.569,9223.0,1
3,G:HGNC:11408,G:HGNC:13480,['GMDpDMG'],5177.0,0.14,6020.0,1
6,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMDpDMG']",5748.0,0.525,12111.0,1
12,G:HGNC:11408,G:HGNC:13480,"['GTG', 'GMDMG', 'GMDpDMG']",7391.0,0.474,14052.0,1
9,G:HGNC:11408,G:HGNC:13480,"['GMDMG', 'GMDpDMG']",9895.0,0.226,12782.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:28110,G:HGNC:9307,['GTG'],26.0,0.91,288.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:8590,G:HGNC:11399,['GPdPG'],1.0,0.963,27.0,1
2,G:HGNC:8590,G:HGNC:11399,"['GPdPG', 'GTG']",71.0,0.825,405.0,1
1,G:HGNC:8590,G:HGNC:11399,['GTG'],111.0,0.851,745.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:8957,G:HGNC:8960,['GTG'],6.0,0.978,275.0,1
2,G:HGNC:8957,G:HGNC:8960,"['GDpDpDG', 'GTG']",26.0,0.991,2992.0,1
0,G:HGNC:8957,G:HGNC:8960,['GDpDpDG'],2105.0,0.628,5666.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9314,G:HGNC:9319,['GTG'],129.0,0.773,568.0,1
6,G:HGNC:9314,G:HGNC:9319,"['GTG', 'GMDMG', 'GMDpDMG']",1006.0,0.932,14743.0,1
1,G:HGNC:9314,G:HGNC:9319,['GMDMG'],1057.0,0.658,3095.0,1
4,G:HGNC:9314,G:HGNC:9319,"['GTG', 'GMDpDMG']",1299.0,0.896,12507.0,1
3,G:HGNC:9314,G:HGNC:9319,"['GTG', 'GMDMG']",1592.0,0.863,11617.0,1
2,G:HGNC:9314,G:HGNC:9319,['GMDpDMG'],2303.0,0.589,5608.0,1
5,G:HGNC:9314,G:HGNC:9319,"['GMDMG', 'GMDpDMG']",4730.0,0.623,12558.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3655,G:HGNC:2444,['GPdPG'],6.0,0.87,46.0,1
1,G:HGNC:3655,G:HGNC:2444,['GTG'],82.0,0.872,640.0,1
11,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GTG', 'GMDpDMG']",120.0,0.69,387.0,1
4,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GTG']",136.0,0.689,438.0,1
6,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GMDpDMG']",148.0,0.566,341.0,1
10,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GTG', 'GMDMG']",156.0,0.632,424.0,1
5,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GMDMG']",162.0,0.551,361.0,1
14,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",196.0,0.492,386.0,1
12,G:HGNC:3655,G:HGNC:2444,"['GPdPG', 'GMDMG', 'GMDpDMG']",210.0,0.452,383.0,1
8,G:HGNC:3655,G:HGNC:2444,"['GTG', 'GMDpDMG']",1889.0,0.831,11164.0,1
2,G:HGNC:3655,G:HGNC:2444,['GMDMG'],2189.0,0.323,3231.0,1
7,G:HGNC:3655,G:HGNC:2444,"['GTG', 'GMDMG']",2878.0,0.725,10470.0,1
3,G:HGNC:3655,G:HGNC:2444,['GMDpDMG'],2913.0,0.365,4584.0,1
13,G:HGNC:3655,G:HGNC:2444,"['GTG', 'GMDMG', 'GMDpDMG']",6815.0,0.521,14226.0,1
9,G:HGNC:3655,G:HGNC:2444,"['GMDMG', 'GMDpDMG']",8732.0,0.275,12043.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:29149,G:HGNC:28110,['GTG'],10.0,0.974,384.0,1
3,G:HGNC:29149,G:HGNC:28110,"['GTG', 'GMDMG']",204.0,0.982,11061.0,1
4,G:HGNC:29149,G:HGNC:28110,"['GTG', 'GMDpDMG']",1108.0,0.9,11126.0,1
6,G:HGNC:29149,G:HGNC:28110,"['GTG', 'GMDMG', 'GMDpDMG']",2601.0,0.809,13634.0,1
1,G:HGNC:29149,G:HGNC:28110,['GMDMG'],2613.0,0.326,3879.0,1
2,G:HGNC:29149,G:HGNC:28110,['GMDpDMG'],4216.0,0.269,5767.0,1
5,G:HGNC:29149,G:HGNC:28110,"['GMDMG', 'GMDpDMG']",8539.0,0.329,12733.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
11,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GTG', 'GMDpDMG']",12.0,0.971,409.0,1
14,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",16.0,0.961,410.0,1
10,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GTG', 'GMDMG']",22.0,0.952,455.0,1
0,G:HGNC:3386,G:HGNC:3763,['GPdPG'],24.0,0.625,64.0,1
4,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GTG']",47.0,0.899,466.0,1
8,G:HGNC:3386,G:HGNC:3763,"['GTG', 'GMDpDMG']",61.0,0.994,9648.0,1
12,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GMDMG', 'GMDpDMG']",68.0,0.833,406.0,1
1,G:HGNC:3386,G:HGNC:3763,['GTG'],71.0,0.888,636.0,1
6,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GMDpDMG']",80.0,0.782,367.0,1
7,G:HGNC:3386,G:HGNC:3763,"['GTG', 'GMDMG']",96.0,0.991,10323.0,1
5,G:HGNC:3386,G:HGNC:3763,"['GPdPG', 'GMDMG']",141.0,0.665,421.0,1
13,G:HGNC:3386,G:HGNC:3763,"['GTG', 'GMDMG', 'GMDpDMG']",218.0,0.983,12587.0,1
3,G:HGNC:3386,G:HGNC:3763,['GMDpDMG'],256.0,0.943,4479.0,1
2,G:HGNC:3386,G:HGNC:3763,['GMDMG'],1158.0,0.634,3168.0,1
9,G:HGNC:3386,G:HGNC:3763,"['GMDMG', 'GMDpDMG']",2526.0,0.786,11825.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:30040,G:HGNC:17825,['GTG'],18.0,0.958,424.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
14,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",18.0,0.5,36.0,1
10,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GDpDpDG', 'GPdPG']",21.0,0.417,36.0,1
12,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GPdPG', 'GTG']",21.0,0.417,36.0,1
5,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GPdPG']",25.0,0.306,36.0,1
2,G:HGNC:6524,G:HGNC:8031,['GPdPG'],37.0,0.526,78.0,1
13,G:HGNC:6524,G:HGNC:8031,"['GDpDpDG', 'GPdPG', 'GTG']",38.0,0.758,157.0,1
7,G:HGNC:6524,G:HGNC:8031,"['GDpDpDG', 'GPdPG']",49.0,0.69,158.0,1
8,G:HGNC:6524,G:HGNC:8031,"['GDpDpDG', 'GTG']",56.0,0.989,5002.0,1
0,G:HGNC:6524,G:HGNC:8031,['GDpDG'],98.0,0.605,248.0,1
11,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GDpDpDG', 'GTG']",168.0,0.844,1079.0,1
6,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GTG']",174.0,0.812,924.0,1
3,G:HGNC:6524,G:HGNC:8031,['GTG'],212.0,0.715,745.0,1
1,G:HGNC:6524,G:HGNC:8031,['GDpDpDG'],227.0,0.959,5544.0,1
9,G:HGNC:6524,G:HGNC:8031,"['GPdPG', 'GTG']",260.0,0.482,502.0,1
4,G:HGNC:6524,G:HGNC:8031,"['GDpDG', 'GDpDpDG']",318.0,0.745,1249.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9316,G:HGNC:9305,['GTG'],55.0,0.859,390.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9316,G:HGNC:25415,['GTG'],28.0,0.927,385.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:15993,G:HGNC:6938,['GTG'],23.0,0.88,192.0,1
2,G:HGNC:15993,G:HGNC:6938,"['GTG', 'GMG']",406.0,0.679,1264.0,1
1,G:HGNC:15993,G:HGNC:6938,['GMG'],884.0,0.132,1019.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:886,G:HGNC:26220,['GTG'],200.0,0.636,549.0,1
1,G:HGNC:886,G:HGNC:26220,['GMDMG'],1896.0,0.216,2419.0,1
2,G:HGNC:886,G:HGNC:26220,"['GTG', 'GMDMG']",6322.0,0.098,7005.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:12587,G:HGNC:29594,['GPdPG'],2.0,0.857,14.0,1
8,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMDpDMG']",2.0,0.895,19.0,1
28,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",3.0,0.667,9.0,1
27,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",3.0,0.842,19.0,1
26,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMG', 'GMDpDMG']",3.0,0.667,9.0,1
25,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMG', 'GMDMG']",3.0,0.7,10.0,1
19,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMG', 'GMDpDMG']",3.0,0.667,9.0,1
