,0,1,2,3,4,5,6
248,"{'meta_path_rank': 1900.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:25792', 'gene2': 'G:HGNC:6080', 'total_rank': 5651.0}","{'meta_path_rank': 290.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:25792', 'gene2': 'G:HGNC:6080', 'total_rank': 439.0}","{'meta_path_rank': 2063.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:25792', 'gene2': 'G:HGNC:6080', 'total_rank': 3207.0}","{'meta_path_rank': 3070.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:25792', 'gene2': 'G:HGNC:6080', 'total_rank': 4913.0}",,,
249,"{'meta_path_rank': 4093.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:21144', 'gene2': 'G:HGNC:120', 'total_rank': 5480.0}","{'meta_path_rank': 136.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:21144', 'gene2': 'G:HGNC:120', 'total_rank': 320.0}",,,,,
250,"{'meta_path_rank': 2005.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8636', 'gene2': 'G:HGNC:25792', 'total_rank': 5709.0}",,,,,,
251,"{'meta_path_rank': 257.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:3435', 'gene2': 'G:HGNC:7716', 'total_rank': 509.0}","{'meta_path_rank': 1267.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3435', 'gene2': 'G:HGNC:7716', 'total_rank': 5833.0}","{'meta_path_rank': 514.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3435', 'gene2': 'G:HGNC:7716', 'total_rank': 605.0}",,,,
252,"{'meta_path_rank': 259.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:30611', 'gene2': 'G:HGNC:5154', 'total_rank': 390.0}","{'meta_path_rank': 1796.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:30611', 'gene2': 'G:HGNC:5154', 'total_rank': 5752.0}","{'meta_path_rank': 700.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:30611', 'gene2': 'G:HGNC:5154', 'total_rank': 2279.0}","{'meta_path_rank': 4025.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:30611', 'gene2': 'G:HGNC:5154', 'total_rank': 4122.0}",,,
253,"{'meta_path_rank': 3976.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7179', 'gene2': 'G:HGNC:8773', 'total_rank': 5492.0}","{'meta_path_rank': 307.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7179', 'gene2': 'G:HGNC:8773', 'total_rank': 836.0}","{'meta_path_rank': 466.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7179', 'gene2': 'G:HGNC:8773', 'total_rank': 3595.0}","{'meta_path_rank': 1692.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7179', 'gene2': 'G:HGNC:8773', 'total_rank': 6017.0}",,,
254,"{'meta_path_rank': 207.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:3438', 'gene2': 'G:HGNC:29685', 'total_rank': 489.0}","{'meta_path_rank': 1540.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3438', 'gene2': 'G:HGNC:29685', 'total_rank': 5827.0}","{'meta_path_rank': 401.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3438', 'gene2': 'G:HGNC:29685', 'total_rank': 517.0}","{'meta_path_rank': 418.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3438', 'gene2': 'G:HGNC:29685', 'total_rank': 2235.0}","{'meta_path_rank': 1714.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3438', 'gene2': 'G:HGNC:29685', 'total_rank': 4536.0}",,
255,"{'meta_path_rank': 333.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:388', 'gene2': 'G:HGNC:3551', 'total_rank': 552.0}","{'meta_path_rank': 1066.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:388', 'gene2': 'G:HGNC:3551', 'total_rank': 2717.0}","{'meta_path_rank': 2526.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:388', 'gene2': 'G:HGNC:3551', 'total_rank': 4464.0}",,,,
256,"{'meta_path_rank': 4434.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:26019', 'gene2': 'G:HGNC:26274', 'total_rank': 5293.0}","{'meta_path_rank': 174.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:26019', 'gene2': 'G:HGNC:26274', 'total_rank': 352.0}","{'meta_path_rank': 155.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:26019', 'gene2': 'G:HGNC:26274', 'total_rank': 474.0}","{'meta_path_rank': 22.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:26019', 'gene2': 'G:HGNC:26274', 'total_rank': 2190.0}",,,
257,"{'meta_path_rank': 33.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:120', 'gene2': 'G:HGNC:8724', 'total_rank': 110.0}","{'meta_path_rank': 26.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:120', 'gene2': 'G:HGNC:8724', 'total_rank': 5238.0}","{'meta_path_rank': 291.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:120', 'gene2': 'G:HGNC:8724', 'total_rank': 413.0}",,,,
258,"{'meta_path_rank': 3803.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:24464', 'gene2': 'G:HGNC:8925', 'total_rank': 5544.0}","{'meta_path_rank': 2876.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:24464', 'gene2': 'G:HGNC:8925', 'total_rank': 4526.0}","{'meta_path_rank': 1028.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:24464', 'gene2': 'G:HGNC:8925', 'total_rank': 5538.0}",,,,
259,"{'meta_path_rank': 261.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:4065', 'gene2': 'G:HGNC:470', 'total_rank': 400.0}",,,,,,
260,"{'meta_path_rank': 437.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:7710', 'gene2': 'G:HGNC:30260', 'total_rank': 732.0}","{'meta_path_rank': 2332.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7710', 'gene2': 'G:HGNC:30260', 'total_rank': 5817.0}","{'meta_path_rank': 137.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7710', 'gene2': 'G:HGNC:30260', 'total_rank': 339.0}","{'meta_path_rank': 1708.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7710', 'gene2': 'G:HGNC:30260', 'total_rank': 3336.0}","{'meta_path_rank': 1195.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7710', 'gene2': 'G:HGNC:30260', 'total_rank': 3859.0}",,
261,"{'meta_path_rank': 2726.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:26444', 'gene2': 'G:HGNC:8877', 'total_rank': 5542.0}","{'meta_path_rank': 261.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:26444', 'gene2': 'G:HGNC:8877', 'total_rank': 425.0}",,,,,
262,"{'meta_path_rank': 1925.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8925', 'gene2': 'G:HGNC:9255', 'total_rank': 5283.0}","{'meta_path_rank': 3181.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8925', 'gene2': 'G:HGNC:9255', 'total_rank': 4736.0}","{'meta_path_rank': 1543.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8925', 'gene2': 'G:HGNC:9255', 'total_rank': 5502.0}",,,,
263,"{'meta_path_rank': 171.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9752', 'total_rank': 297.0}","{'meta_path_rank': 1998.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9752', 'total_rank': 5638.0}","{'meta_path_rank': 493.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9752', 'total_rank': 574.0}","{'meta_path_rank': 1258.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9752', 'total_rank': 1342.0}","{'meta_path_rank': 2215.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9752', 'total_rank': 4217.0}","{'meta_path_rank': 4460.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9752', 'total_rank': 6403.0}",
264,"{'meta_path_rank': 774.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:12563', 'gene2': 'G:HGNC:799', 'total_rank': 918.0}","{'meta_path_rank': 3223.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:12563', 'gene2': 'G:HGNC:799', 'total_rank': 4359.0}","{'meta_path_rank': 3625.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:12563', 'gene2': 'G:HGNC:799', 'total_rank': 6256.0}",,,,
265,"{'meta_path_rank': 4111.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8789', 'gene2': 'G:HGNC:3700', 'total_rank': 4692.0}","{'meta_path_rank': 247.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8789', 'gene2': 'G:HGNC:3700', 'total_rank': 417.0}",,,,,
266,"{'meta_path_rank': 3291.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:1246', 'total_rank': 5263.0}","{'meta_path_rank': 360.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:1246', 'total_rank': 502.0}","{'meta_path_rank': 604.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:1246', 'total_rank': 2378.0}","{'meta_path_rank': 4449.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8768', 'gene2': 'G:HGNC:1246', 'total_rank': 4644.0}",,,
267,"{'meta_path_rank': 4330.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:17697', 'gene2': 'G:HGNC:3767', 'total_rank': 4742.0}","{'meta_path_rank': 292.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:17697', 'gene2': 'G:HGNC:3767', 'total_rank': 517.0}",,,,,
268,"{'meta_path_rank': 194.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:4296', 'total_rank': 324.0}","{'meta_path_rank': 564.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:4296', 'total_rank': 5702.0}","{'meta_path_rank': 3831.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:4296', 'total_rank': 4474.0}","{'meta_path_rank': 3726.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:20499', 'gene2': 'G:HGNC:4296', 'total_rank': 3974.0}",,,
269,"{'meta_path_rank': 424.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4799', 'total_rank': 718.0}","{'meta_path_rank': 2773.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4799', 'total_rank': 5750.0}","{'meta_path_rank': 6.0, 'meta_path': 'GPdPG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4799', 'total_rank': 26.0}","{'meta_path_rank': 80.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4799', 'total_rank': 334.0}","{'meta_path_rank': 2076.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4799', 'total_rank': 3613.0}","{'meta_path_rank': 1654.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4799', 'total_rank': 4794.0}",
270,"{'meta_path_rank': 3214.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9388', 'gene2': 'G:HGNC:395', 'total_rank': 5763.0}","{'meta_path_rank': 415.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9388', 'gene2': 'G:HGNC:395', 'total_rank': 485.0}","{'meta_path_rank': 595.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:9388', 'gene2': 'G:HGNC:395', 'total_rank': 801.0}","{'meta_path_rank': 3612.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9388', 'gene2': 'G:HGNC:395', 'total_rank': 4538.0}","{'meta_path_rank': 4358.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9388', 'gene2': 'G:HGNC:395', 'total_rank': 6028.0}",,
271,"{'meta_path_rank': 3995.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8773', 'gene2': 'G:HGNC:7029', 'total_rank': 5116.0}","{'meta_path_rank': 435.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8773', 'gene2': 'G:HGNC:7029', 'total_rank': 534.0}","{'meta_path_rank': 4342.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8773', 'gene2': 'G:HGNC:7029', 'total_rank': 7008.0}","{'meta_path_rank': 3441.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8773', 'gene2': 'G:HGNC:7029', 'total_rank': 7366.0}",,,
272,"{'meta_path_rank': 199.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:20286', 'gene2': 'G:HGNC:8724', 'total_rank': 333.0}","{'meta_path_rank': 1873.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:20286', 'gene2': 'G:HGNC:8724', 'total_rank': 5622.0}","{'meta_path_rank': 263.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:20286', 'gene2': 'G:HGNC:8724', 'total_rank': 394.0}",,,,
273,"{'meta_path_rank': 13.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:15868', 'gene2': 'G:HGNC:9870', 'total_rank': 413.0}","{'meta_path_rank': 42.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:15868', 'gene2': 'G:HGNC:9870', 'total_rank': 5744.0}","{'meta_path_rank': 3389.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:15868', 'gene2': 'G:HGNC:9870', 'total_rank': 3981.0}","{'meta_path_rank': 5234.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:15868', 'gene2': 'G:HGNC:9870', 'total_rank': 5989.0}",,,
274,"{'meta_path_rank': 2841.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:18518', 'gene2': 'G:HGNC:2689', 'total_rank': 5633.0}",,,,,,
275,"{'meta_path_rank': 3158.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:13486', 'gene2': 'G:HGNC:877', 'total_rank': 5397.0}","{'meta_path_rank': 103.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:13486', 'gene2': 'G:HGNC:877', 'total_rank': 390.0}","{'meta_path_rank': 184.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:13486', 'gene2': 'G:HGNC:877', 'total_rank': 2188.0}",,,,
276,"{'meta_path_rank': 238.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:3435', 'gene2': 'G:HGNC:2342', 'total_rank': 366.0}","{'meta_path_rank': 1525.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3435', 'gene2': 'G:HGNC:2342', 'total_rank': 5736.0}",,,,,
277,"{'meta_path_rank': 2690.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7179', 'gene2': 'G:HGNC:12563', 'total_rank': 4989.0}","{'meta_path_rank': 947.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7179', 'gene2': 'G:HGNC:12563', 'total_rank': 1055.0}","{'meta_path_rank': 1595.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7179', 'gene2': 'G:HGNC:12563', 'total_rank': 3085.0}","{'meta_path_rank': 1717.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7179', 'gene2': 'G:HGNC:12563', 'total_rank': 5415.0}",,,
278,"{'meta_path_rank': 234.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:8108', 'gene2': 'G:HGNC:12469', 'total_rank': 334.0}","{'meta_path_rank': 1467.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8108', 'gene2': 'G:HGNC:12469', 'total_rank': 5671.0}","{'meta_path_rank': 167.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8108', 'gene2': 'G:HGNC:12469', 'total_rank': 557.0}","{'meta_path_rank': 3299.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8108', 'gene2': 'G:HGNC:12469', 'total_rank': 4506.0}","{'meta_path_rank': 3285.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8108', 'gene2': 'G:HGNC:12469', 'total_rank': 5765.0}",,
279,"{'meta_path_rank': 271.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6315', 'gene2': 'G:HGNC:13533', 'total_rank': 406.0}","{'meta_path_rank': 1497.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6315', 'gene2': 'G:HGNC:13533', 'total_rank': 2916.0}","{'meta_path_rank': 3262.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6315', 'gene2': 'G:HGNC:13533', 'total_rank': 4283.0}",,,,
280,"{'meta_path_rank': 132.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6315', 'gene2': 'G:HGNC:1985', 'total_rank': 513.0}","{'meta_path_rank': 3627.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6315', 'gene2': 'G:HGNC:1985', 'total_rank': 4361.0}","{'meta_path_rank': 4812.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6315', 'gene2': 'G:HGNC:1985', 'total_rank': 5342.0}",,,,
281,"{'meta_path_rank': 3455.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8548', 'gene2': 'G:HGNC:9870', 'total_rank': 5689.0}","{'meta_path_rank': 299.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8548', 'gene2': 'G:HGNC:9870', 'total_rank': 537.0}","{'meta_path_rank': 156.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:8548', 'gene2': 'G:HGNC:9870', 'total_rank': 415.0}","{'meta_path_rank': 1643.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8548', 'gene2': 'G:HGNC:9870', 'total_rank': 3616.0}","{'meta_path_rank': 5447.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8548', 'gene2': 'G:HGNC:9870', 'total_rank': 5771.0}",,
282,"{'meta_path_rank': 2191.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:2731', 'total_rank': 5696.0}","{'meta_path_rank': 357.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:2731', 'total_rank': 489.0}","{'meta_path_rank': 716.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:2731', 'total_rank': 839.0}","{'meta_path_rank': 3297.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:2731', 'total_rank': 4151.0}","{'meta_path_rank': 3547.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7680', 'gene2': 'G:HGNC:2731', 'total_rank': 4746.0}",,
283,"{'meta_path_rank': 2836.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8604', 'gene2': 'G:HGNC:16999', 'total_rank': 5680.0}","{'meta_path_rank': 43.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8604', 'gene2': 'G:HGNC:16999', 'total_rank': 321.0}",,,,,
284,"{'meta_path_rank': 1825.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:13486', 'gene2': 'G:HGNC:28526', 'total_rank': 5028.0}","{'meta_path_rank': 3872.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:13486', 'gene2': 'G:HGNC:28526', 'total_rank': 4160.0}",,,,,
285,"{'meta_path_rank': 260.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:12496', 'gene2': 'G:HGNC:30881', 'total_rank': 369.0}","{'meta_path_rank': 731.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:12496', 'gene2': 'G:HGNC:30881', 'total_rank': 5738.0}","{'meta_path_rank': 309.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:12496', 'gene2': 'G:HGNC:30881', 'total_rank': 445.0}",,,,
286,"{'meta_path_rank': 236.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:9751', 'gene2': 'G:HGNC:4289', 'total_rank': 366.0}","{'meta_path_rank': 530.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9751', 'gene2': 'G:HGNC:4289', 'total_rank': 5762.0}","{'meta_path_rank': 58.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9751', 'gene2': 'G:HGNC:4289', 'total_rank': 406.0}",,,,
287,"{'meta_path_rank': 4422.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:19691', 'gene2': 'G:HGNC:4335', 'total_rank': 5140.0}","{'meta_path_rank': 79.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:19691', 'gene2': 'G:HGNC:4335', 'total_rank': 366.0}","{'meta_path_rank': 1934.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:19691', 'gene2': 'G:HGNC:4335', 'total_rank': 2956.0}","{'meta_path_rank': 1249.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:19691', 'gene2': 'G:HGNC:4335', 'total_rank': 4074.0}",,,
288,"{'meta_path_rank': 4222.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9059', 'total_rank': 5551.0}","{'meta_path_rank': 327.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9059', 'total_rank': 613.0}","{'meta_path_rank': 567.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9059', 'total_rank': 780.0}","{'meta_path_rank': 2708.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9059', 'total_rank': 3995.0}","{'meta_path_rank': 4740.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3535', 'gene2': 'G:HGNC:9059', 'total_rank': 5796.0}",,
289,"{'meta_path_rank': 3642.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:18453', 'gene2': 'G:HGNC:6708', 'total_rank': 4708.0}","{'meta_path_rank': 1557.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:18453', 'gene2': 'G:HGNC:6708', 'total_rank': 2161.0}","{'meta_path_rank': 2660.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:18453', 'gene2': 'G:HGNC:6708', 'total_rank': 3452.0}",,,,
290,"{'meta_path_rank': 336.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:7716', 'gene2': 'G:HGNC:93', 'total_rank': 445.0}","{'meta_path_rank': 2808.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7716', 'gene2': 'G:HGNC:93', 'total_rank': 5347.0}","{'meta_path_rank': 129.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7716', 'gene2': 'G:HGNC:93', 'total_rank': 360.0}","{'meta_path_rank': 1740.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7716', 'gene2': 'G:HGNC:93', 'total_rank': 2198.0}","{'meta_path_rank': 3941.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7716', 'gene2': 'G:HGNC:93', 'total_rank': 4118.0}",,
291,"{'meta_path_rank': 149.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:2294', 'gene2': 'G:HGNC:2861', 'total_rank': 436.0}","{'meta_path_rank': 508.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2294', 'gene2': 'G:HGNC:2861', 'total_rank': 5832.0}","{'meta_path_rank': 137.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2294', 'gene2': 'G:HGNC:2861', 'total_rank': 301.0}","{'meta_path_rank': 1794.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2294', 'gene2': 'G:HGNC:2861', 'total_rank': 2085.0}","{'meta_path_rank': 3480.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2294', 'gene2': 'G:HGNC:2861', 'total_rank': 4245.0}",,
292,"{'meta_path_rank': 4167.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:21042', 'gene2': 'G:HGNC:9350', 'total_rank': 5265.0}","{'meta_path_rank': 630.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:21042', 'gene2': 'G:HGNC:9350', 'total_rank': 906.0}","{'meta_path_rank': 4619.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:21042', 'gene2': 'G:HGNC:9350', 'total_rank': 4973.0}","{'meta_path_rank': 5211.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:21042', 'gene2': 'G:HGNC:9350', 'total_rank': 6143.0}",,,
293,"{'meta_path_rank': 2714.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:15629', 'gene2': 'G:HGNC:26019', 'total_rank': 5688.0}","{'meta_path_rank': 120.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:15629', 'gene2': 'G:HGNC:26019', 'total_rank': 374.0}","{'meta_path_rank': 543.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:15629', 'gene2': 'G:HGNC:26019', 'total_rank': 728.0}","{'meta_path_rank': 3937.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:15629', 'gene2': 'G:HGNC:26019', 'total_rank': 4912.0}","{'meta_path_rank': 5409.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:15629', 'gene2': 'G:HGNC:26019', 'total_rank': 6120.0}",,
294,"{'meta_path_rank': 162.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:1550', 'gene2': 'G:HGNC:8773', 'total_rank': 288.0}","{'meta_path_rank': 1676.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:1550', 'gene2': 'G:HGNC:8773', 'total_rank': 5664.0}","{'meta_path_rank': 198.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:1550', 'gene2': 'G:HGNC:8773', 'total_rank': 460.0}","{'meta_path_rank': 591.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:1550', 'gene2': 'G:HGNC:8773', 'total_rank': 1028.0}","{'meta_path_rank': 245.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:1550', 'gene2': 'G:HGNC:8773', 'total_rank': 3632.0}","{'meta_path_rank': 307.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:1550', 'gene2': 'G:HGNC:8773', 'total_rank': 6255.0}",
