,0,1,2,3,4,5
156,"{'meta_path_rank': 345.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:24594', 'gene2': 'G:HGNC:18625', 'total_rank': 2183.0}","{'meta_path_rank': 238.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:24594', 'gene2': 'G:HGNC:18625', 'total_rank': 8097.0}","{'meta_path_rank': 367.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:24594', 'gene2': 'G:HGNC:18625', 'total_rank': 8147.0}",,,
157,"{'meta_path_rank': 830.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2363', 'gene2': 'G:HGNC:28330', 'total_rank': 1873.0}","{'meta_path_rank': 2104.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2363', 'gene2': 'G:HGNC:28330', 'total_rank': 5114.0}","{'meta_path_rank': 2248.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2363', 'gene2': 'G:HGNC:28330', 'total_rank': 6611.0}",,,
158,"{'meta_path_rank': 173.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:19009', 'gene2': 'G:HGNC:10780', 'total_rank': 473.0}","{'meta_path_rank': 1077.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:19009', 'gene2': 'G:HGNC:10780', 'total_rank': 1319.0}","{'meta_path_rank': 727.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:19009', 'gene2': 'G:HGNC:10780', 'total_rank': 5181.0}","{'meta_path_rank': 759.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:19009', 'gene2': 'G:HGNC:10780', 'total_rank': 6430.0}",,
159,"{'meta_path_rank': 3789.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:17208', 'gene2': 'G:HGNC:3800', 'total_rank': 5513.0}","{'meta_path_rank': 632.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:17208', 'gene2': 'G:HGNC:3800', 'total_rank': 785.0}","{'meta_path_rank': 562.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:17208', 'gene2': 'G:HGNC:3800', 'total_rank': 1363.0}","{'meta_path_rank': 255.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:17208', 'gene2': 'G:HGNC:3800', 'total_rank': 6155.0}","{'meta_path_rank': 435.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:17208', 'gene2': 'G:HGNC:3800', 'total_rank': 7798.0}",
160,"{'meta_path_rank': 388.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:812', 'gene2': 'G:HGNC:11158', 'total_rank': 565.0}","{'meta_path_rank': 1468.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:812', 'gene2': 'G:HGNC:11158', 'total_rank': 1913.0}","{'meta_path_rank': 1820.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:812', 'gene2': 'G:HGNC:11158', 'total_rank': 4941.0}","{'meta_path_rank': 1892.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:812', 'gene2': 'G:HGNC:11158', 'total_rank': 7391.0}",,
161,"{'meta_path_rank': 1600.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2280', 'gene2': 'G:HGNC:19998', 'total_rank': 1965.0}","{'meta_path_rank': 2402.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2280', 'gene2': 'G:HGNC:19998', 'total_rank': 4727.0}","{'meta_path_rank': 3987.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2280', 'gene2': 'G:HGNC:19998', 'total_rank': 6834.0}",,,
162,"{'meta_path_rank': 191.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3017', 'gene2': 'G:HGNC:10241', 'total_rank': 484.0}","{'meta_path_rank': 1137.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:3017', 'gene2': 'G:HGNC:10241', 'total_rank': 1813.0}","{'meta_path_rank': 2421.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3017', 'gene2': 'G:HGNC:10241', 'total_rank': 4734.0}","{'meta_path_rank': 3775.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3017', 'gene2': 'G:HGNC:10241', 'total_rank': 6547.0}",,
163,"{'meta_path_rank': 209.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:17087', 'gene2': 'G:HGNC:12476', 'total_rank': 533.0}","{'meta_path_rank': 758.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:17087', 'gene2': 'G:HGNC:12476', 'total_rank': 1369.0}","{'meta_path_rank': 355.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:17087', 'gene2': 'G:HGNC:12476', 'total_rank': 4079.0}","{'meta_path_rank': 5213.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:17087', 'gene2': 'G:HGNC:12476', 'total_rank': 5589.0}",,
164,"{'meta_path_rank': 160.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:21863', 'gene2': 'G:HGNC:17860', 'total_rank': 491.0}","{'meta_path_rank': 1082.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:21863', 'gene2': 'G:HGNC:17860', 'total_rank': 1451.0}","{'meta_path_rank': 1850.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:21863', 'gene2': 'G:HGNC:17860', 'total_rank': 6093.0}","{'meta_path_rank': 363.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:21863', 'gene2': 'G:HGNC:17860', 'total_rank': 7391.0}",,
165,"{'meta_path_rank': 487.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:21155', 'gene2': 'G:HGNC:4055', 'total_rank': 663.0}","{'meta_path_rank': 1094.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:21155', 'gene2': 'G:HGNC:4055', 'total_rank': 1643.0}","{'meta_path_rank': 2144.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:21155', 'gene2': 'G:HGNC:4055', 'total_rank': 7316.0}","{'meta_path_rank': 4797.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:21155', 'gene2': 'G:HGNC:4055', 'total_rank': 7509.0}",,
166,"{'meta_path_rank': 1009.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:389', 'gene2': 'G:HGNC:8142', 'total_rank': 1602.0}","{'meta_path_rank': 511.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:389', 'gene2': 'G:HGNC:8142', 'total_rank': 5271.0}","{'meta_path_rank': 249.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:389', 'gene2': 'G:HGNC:8142', 'total_rank': 7052.0}",,,
167,"{'meta_path_rank': 480.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9299', 'gene2': 'G:HGNC:17521', 'total_rank': 549.0}","{'meta_path_rank': 822.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:9299', 'gene2': 'G:HGNC:17521', 'total_rank': 1343.0}","{'meta_path_rank': 2159.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9299', 'gene2': 'G:HGNC:17521', 'total_rank': 4829.0}","{'meta_path_rank': 4705.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9299', 'gene2': 'G:HGNC:17521', 'total_rank': 6878.0}",,
168,"{'meta_path_rank': 320.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:689', 'gene2': 'G:HGNC:4856', 'total_rank': 469.0}","{'meta_path_rank': 849.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:689', 'gene2': 'G:HGNC:4856', 'total_rank': 1516.0}","{'meta_path_rank': 62.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:689', 'gene2': 'G:HGNC:4856', 'total_rank': 6616.0}","{'meta_path_rank': 656.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:689', 'gene2': 'G:HGNC:4856', 'total_rank': 7595.0}",,
169,"{'meta_path_rank': 939.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:934', 'gene2': 'G:HGNC:17012', 'total_rank': 1711.0}","{'meta_path_rank': 2809.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:934', 'gene2': 'G:HGNC:17012', 'total_rank': 5551.0}","{'meta_path_rank': 3051.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:934', 'gene2': 'G:HGNC:17012', 'total_rank': 7605.0}",,,
170,"{'meta_path_rank': 1050.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:26813', 'gene2': 'G:HGNC:17860', 'total_rank': 1402.0}","{'meta_path_rank': 3539.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:26813', 'gene2': 'G:HGNC:17860', 'total_rank': 5055.0}","{'meta_path_rank': 4456.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:26813', 'gene2': 'G:HGNC:17860', 'total_rank': 6263.0}",,,
171,"{'meta_path_rank': 806.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:13244', 'gene2': 'G:HGNC:6769', 'total_rank': 933.0}","{'meta_path_rank': 1001.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:13244', 'gene2': 'G:HGNC:6769', 'total_rank': 3461.0}","{'meta_path_rank': 1660.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:13244', 'gene2': 'G:HGNC:6769', 'total_rank': 5409.0}",,,
172,"{'meta_path_rank': 656.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:6192', 'gene2': 'G:HGNC:9944', 'total_rank': 881.0}","{'meta_path_rank': 600.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:6192', 'gene2': 'G:HGNC:9944', 'total_rank': 791.0}","{'meta_path_rank': 607.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6192', 'gene2': 'G:HGNC:9944', 'total_rank': 3074.0}","{'meta_path_rank': 1741.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:6192', 'gene2': 'G:HGNC:9944', 'total_rank': 3802.0}",,
173,"{'meta_path_rank': 167.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:14251', 'gene2': 'G:HGNC:20898', 'total_rank': 1994.0}","{'meta_path_rank': 13.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:14251', 'gene2': 'G:HGNC:20898', 'total_rank': 6816.0}","{'meta_path_rank': 89.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:14251', 'gene2': 'G:HGNC:20898', 'total_rank': 7181.0}",,,
174,"{'meta_path_rank': 130.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9212', 'gene2': 'G:HGNC:10897', 'total_rank': 539.0}","{'meta_path_rank': 886.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:9212', 'gene2': 'G:HGNC:10897', 'total_rank': 1758.0}","{'meta_path_rank': 480.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9212', 'gene2': 'G:HGNC:10897', 'total_rank': 6899.0}","{'meta_path_rank': 2344.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9212', 'gene2': 'G:HGNC:10897', 'total_rank': 6896.0}",,
175,"{'meta_path_rank': 528.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:1318', 'gene2': 'G:HGNC:6773', 'total_rank': 717.0}","{'meta_path_rank': 1241.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:1318', 'gene2': 'G:HGNC:6773', 'total_rank': 1613.0}","{'meta_path_rank': 2768.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:1318', 'gene2': 'G:HGNC:6773', 'total_rank': 4588.0}","{'meta_path_rank': 2156.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:1318', 'gene2': 'G:HGNC:6773', 'total_rank': 5886.0}",,
176,"{'meta_path_rank': 625.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3023', 'gene2': 'G:HGNC:9376', 'total_rank': 928.0}","{'meta_path_rank': 4445.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3023', 'gene2': 'G:HGNC:9376', 'total_rank': 4996.0}","{'meta_path_rank': 6100.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3023', 'gene2': 'G:HGNC:9376', 'total_rank': 6436.0}",,,
177,"{'meta_path_rank': 195.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2897', 'gene2': 'G:HGNC:16245', 'total_rank': 505.0}","{'meta_path_rank': 522.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2897', 'gene2': 'G:HGNC:16245', 'total_rank': 1357.0}","{'meta_path_rank': 3305.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2897', 'gene2': 'G:HGNC:16245', 'total_rank': 5496.0}","{'meta_path_rank': 3119.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2897', 'gene2': 'G:HGNC:16245', 'total_rank': 6948.0}",,
178,"{'meta_path_rank': 722.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2345', 'gene2': 'G:HGNC:11439', 'total_rank': 744.0}","{'meta_path_rank': 232.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2345', 'gene2': 'G:HGNC:11439', 'total_rank': 1743.0}","{'meta_path_rank': 326.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2345', 'gene2': 'G:HGNC:11439', 'total_rank': 6172.0}","{'meta_path_rank': 791.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2345', 'gene2': 'G:HGNC:11439', 'total_rank': 7265.0}",,
179,"{'meta_path_rank': 559.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:940', 'gene2': 'G:HGNC:3373', 'total_rank': 882.0}","{'meta_path_rank': 491.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:940', 'gene2': 'G:HGNC:3373', 'total_rank': 950.0}","{'meta_path_rank': 447.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:940', 'gene2': 'G:HGNC:3373', 'total_rank': 5611.0}","{'meta_path_rank': 599.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:940', 'gene2': 'G:HGNC:3373', 'total_rank': 7530.0}",,
180,"{'meta_path_rank': 30.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:25152', 'gene2': 'G:HGNC:16735', 'total_rank': 229.0}","{'meta_path_rank': 1582.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:25152', 'gene2': 'G:HGNC:16735', 'total_rank': 1739.0}","{'meta_path_rank': 3186.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:25152', 'gene2': 'G:HGNC:16735', 'total_rank': 5442.0}","{'meta_path_rank': 1972.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:25152', 'gene2': 'G:HGNC:16735', 'total_rank': 6411.0}",,
181,"{'meta_path_rank': 223.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:7132', 'gene2': 'G:HGNC:11364', 'total_rank': 479.0}","{'meta_path_rank': 777.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7132', 'gene2': 'G:HGNC:11364', 'total_rank': 5784.0}","{'meta_path_rank': 308.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7132', 'gene2': 'G:HGNC:11364', 'total_rank': 1055.0}","{'meta_path_rank': 578.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7132', 'gene2': 'G:HGNC:11364', 'total_rank': 1057.0}","{'meta_path_rank': 1997.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7132', 'gene2': 'G:HGNC:11364', 'total_rank': 6339.0}","{'meta_path_rank': 666.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7132', 'gene2': 'G:HGNC:11364', 'total_rank': 7242.0}"
182,"{'meta_path_rank': 390.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:19768', 'gene2': 'G:HGNC:7230', 'total_rank': 605.0}","{'meta_path_rank': 411.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:19768', 'gene2': 'G:HGNC:7230', 'total_rank': 1910.0}","{'meta_path_rank': 1796.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:19768', 'gene2': 'G:HGNC:7230', 'total_rank': 5909.0}","{'meta_path_rank': 4727.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:19768', 'gene2': 'G:HGNC:7230', 'total_rank': 6970.0}",,
183,"{'meta_path_rank': 529.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:166', 'gene2': 'G:HGNC:13717', 'total_rank': 604.0}","{'meta_path_rank': 185.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:166', 'gene2': 'G:HGNC:13717', 'total_rank': 1592.0}","{'meta_path_rank': 1432.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:166', 'gene2': 'G:HGNC:13717', 'total_rank': 6668.0}","{'meta_path_rank': 27.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:166', 'gene2': 'G:HGNC:13717', 'total_rank': 7772.0}",,
184,"{'meta_path_rank': 518.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:17302', 'gene2': 'G:HGNC:10896', 'total_rank': 607.0}","{'meta_path_rank': 665.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:17302', 'gene2': 'G:HGNC:10896', 'total_rank': 1707.0}","{'meta_path_rank': 2116.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:17302', 'gene2': 'G:HGNC:10896', 'total_rank': 4879.0}","{'meta_path_rank': 1852.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:17302', 'gene2': 'G:HGNC:10896', 'total_rank': 6802.0}",,
185,"{'meta_path_rank': 119.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:962', 'gene2': 'G:HGNC:17175', 'total_rank': 429.0}","{'meta_path_rank': 507.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:962', 'gene2': 'G:HGNC:17175', 'total_rank': 1612.0}","{'meta_path_rank': 4716.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:962', 'gene2': 'G:HGNC:17175', 'total_rank': 5217.0}",,,
186,"{'meta_path_rank': 1031.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7107', 'gene2': 'G:HGNC:12783', 'total_rank': 1107.0}","{'meta_path_rank': 2080.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7107', 'gene2': 'G:HGNC:12783', 'total_rank': 6192.0}","{'meta_path_rank': 1038.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7107', 'gene2': 'G:HGNC:12783', 'total_rank': 7149.0}",,,
187,"{'meta_path_rank': 249.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7670', 'gene2': 'G:HGNC:12998', 'total_rank': 605.0}","{'meta_path_rank': 1124.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7670', 'gene2': 'G:HGNC:12998', 'total_rank': 1638.0}","{'meta_path_rank': 1220.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7670', 'gene2': 'G:HGNC:12998', 'total_rank': 7926.0}","{'meta_path_rank': 348.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7670', 'gene2': 'G:HGNC:12998', 'total_rank': 8120.0}",,
188,"{'meta_path_rank': 298.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3017', 'gene2': 'G:HGNC:24566', 'total_rank': 479.0}","{'meta_path_rank': 1268.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:3017', 'gene2': 'G:HGNC:24566', 'total_rank': 1308.0}","{'meta_path_rank': 1696.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3017', 'gene2': 'G:HGNC:24566', 'total_rank': 4934.0}","{'meta_path_rank': 1882.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3017', 'gene2': 'G:HGNC:24566', 'total_rank': 5137.0}",,
189,"{'meta_path_rank': 736.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:3537', 'gene2': 'G:HGNC:8050', 'total_rank': 1734.0}","{'meta_path_rank': 2904.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3537', 'gene2': 'G:HGNC:8050', 'total_rank': 5252.0}","{'meta_path_rank': 2959.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3537', 'gene2': 'G:HGNC:8050', 'total_rank': 6326.0}",,,
190,"{'meta_path_rank': 225.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:28680', 'gene2': 'G:HGNC:2553', 'total_rank': 602.0}","{'meta_path_rank': 580.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:28680', 'gene2': 'G:HGNC:2553', 'total_rank': 1516.0}","{'meta_path_rank': 79.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:28680', 'gene2': 'G:HGNC:2553', 'total_rank': 4429.0}","{'meta_path_rank': 2700.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:28680', 'gene2': 'G:HGNC:2553', 'total_rank': 5455.0}",,
191,"{'meta_path_rank': 378.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:5961', 'gene2': 'G:HGNC:9887', 'total_rank': 687.0}","{'meta_path_rank': 1082.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:5961', 'gene2': 'G:HGNC:9887', 'total_rank': 1362.0}","{'meta_path_rank': 3252.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:5961', 'gene2': 'G:HGNC:9887', 'total_rank': 4298.0}",,,
192,"{'meta_path_rank': 618.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3023', 'gene2': 'G:HGNC:23576', 'total_rank': 755.0}","{'meta_path_rank': 4675.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3023', 'gene2': 'G:HGNC:23576', 'total_rank': 5077.0}","{'meta_path_rank': 4978.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3023', 'gene2': 'G:HGNC:23576', 'total_rank': 6337.0}",,,
193,"{'meta_path_rank': 323.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2082', 'gene2': 'G:HGNC:11111', 'total_rank': 711.0}","{'meta_path_rank': 773.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2082', 'gene2': 'G:HGNC:11111', 'total_rank': 1149.0}","{'meta_path_rank': 1122.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2082', 'gene2': 'G:HGNC:11111', 'total_rank': 5126.0}","{'meta_path_rank': 1070.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2082', 'gene2': 'G:HGNC:11111', 'total_rank': 6826.0}",,
194,"{'meta_path_rank': 219.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:21529', 'gene2': 'G:HGNC:25950', 'total_rank': 1554.0}","{'meta_path_rank': 2391.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:21529', 'gene2': 'G:HGNC:25950', 'total_rank': 4555.0}","{'meta_path_rank': 3840.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:21529', 'gene2': 'G:HGNC:25950', 'total_rank': 6308.0}",,,
195,"{'meta_path_rank': 4279.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8620', 'gene2': 'G:HGNC:12856', 'total_rank': 5383.0}","{'meta_path_rank': 243.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8620', 'gene2': 'G:HGNC:12856', 'total_rank': 945.0}","{'meta_path_rank': 978.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:8620', 'gene2': 'G:HGNC:12856', 'total_rank': 1068.0}","{'meta_path_rank': 3212.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8620', 'gene2': 'G:HGNC:12856', 'total_rank': 4462.0}","{'meta_path_rank': 5028.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8620', 'gene2': 'G:HGNC:12856', 'total_rank': 5735.0}",
196,"{'meta_path_rank': 767.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:711', 'gene2': 'G:HGNC:20742', 'total_rank': 1341.0}","{'meta_path_rank': 2635.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:711', 'gene2': 'G:HGNC:20742', 'total_rank': 3867.0}","{'meta_path_rank': 4069.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:711', 'gene2': 'G:HGNC:20742', 'total_rank': 6067.0}",,,
197,"{'meta_path_rank': 61.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:16298', 'gene2': 'G:HGNC:6401', 'total_rank': 424.0}","{'meta_path_rank': 1398.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:16298', 'gene2': 'G:HGNC:6401', 'total_rank': 1593.0}","{'meta_path_rank': 3387.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:16298', 'gene2': 'G:HGNC:6401', 'total_rank': 5719.0}","{'meta_path_rank': 3516.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:16298', 'gene2': 'G:HGNC:6401', 'total_rank': 7303.0}",,
198,"{'meta_path_rank': 98.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:28593', 'gene2': 'G:HGNC:18154', 'total_rank': 394.0}","{'meta_path_rank': 865.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:28593', 'gene2': 'G:HGNC:18154', 'total_rank': 1963.0}","{'meta_path_rank': 1326.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:28593', 'gene2': 'G:HGNC:18154', 'total_rank': 6411.0}","{'meta_path_rank': 1658.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:28593', 'gene2': 'G:HGNC:18154', 'total_rank': 7580.0}",,
199,"{'meta_path_rank': 261.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:19741', 'gene2': 'G:HGNC:12851', 'total_rank': 1627.0}","{'meta_path_rank': 1968.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:19741', 'gene2': 'G:HGNC:12851', 'total_rank': 5786.0}","{'meta_path_rank': 3855.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:19741', 'gene2': 'G:HGNC:12851', 'total_rank': 7271.0}",,,
200,"{'meta_path_rank': 78.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:11110', 'gene2': 'G:HGNC:6347', 'total_rank': 589.0}","{'meta_path_rank': 664.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:11110', 'gene2': 'G:HGNC:6347', 'total_rank': 1262.0}","{'meta_path_rank': 2681.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:11110', 'gene2': 'G:HGNC:6347', 'total_rank': 5592.0}","{'meta_path_rank': 4145.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:11110', 'gene2': 'G:HGNC:6347', 'total_rank': 6693.0}",,
201,"{'meta_path_rank': 574.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:28593', 'gene2': 'G:HGNC:20809', 'total_rank': 1690.0}","{'meta_path_rank': 2419.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:28593', 'gene2': 'G:HGNC:20809', 'total_rank': 6258.0}","{'meta_path_rank': 3086.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:28593', 'gene2': 'G:HGNC:20809', 'total_rank': 6760.0}",,,
