,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:9299,G:HGNC:17521,GMDpDMG,4705,6878
2,G:HGNC:689,G:HGNC:4856,GMDMG,62,6616
0,G:HGNC:689,G:HGNC:4856,GTG,320,469
3,G:HGNC:689,G:HGNC:4856,GMDpDMG,656,7595
1,G:HGNC:689,G:HGNC:4856,GMG,849,1516
0,G:HGNC:934,G:HGNC:17012,GMG,939,1711
1,G:HGNC:934,G:HGNC:17012,GMDMG,2809,5551
2,G:HGNC:934,G:HGNC:17012,GMDpDMG,3051,7605
0,G:HGNC:26813,G:HGNC:17860,GMG,1050,1402
1,G:HGNC:26813,G:HGNC:17860,GMDMG,3539,5055
2,G:HGNC:26813,G:HGNC:17860,GMDpDMG,4456,6263
0,G:HGNC:13244,G:HGNC:6769,GTG,806,933
1,G:HGNC:13244,G:HGNC:6769,GMDMG,1001,3461
2,G:HGNC:13244,G:HGNC:6769,GMDpDMG,1660,5409
1,G:HGNC:6192,G:HGNC:9944,GMG,600,791
2,G:HGNC:6192,G:HGNC:9944,GMDMG,607,3074
0,G:HGNC:6192,G:HGNC:9944,GTG,656,881
3,G:HGNC:6192,G:HGNC:9944,GMDpDMG,1741,3802
1,G:HGNC:14251,G:HGNC:20898,GMDMG,13,6816
2,G:HGNC:14251,G:HGNC:20898,GMDpDMG,89,7181
0,G:HGNC:14251,G:HGNC:20898,GMG,167,1994
0,G:HGNC:9212,G:HGNC:10897,GTG,130,539
2,G:HGNC:9212,G:HGNC:10897,GMDMG,480,6899
1,G:HGNC:9212,G:HGNC:10897,GMG,886,1758
3,G:HGNC:9212,G:HGNC:10897,GMDpDMG,2344,6896
0,G:HGNC:1318,G:HGNC:6773,GTG,528,717
1,G:HGNC:1318,G:HGNC:6773,GMG,1241,1613
3,G:HGNC:1318,G:HGNC:6773,GMDpDMG,2156,5886
2,G:HGNC:1318,G:HGNC:6773,GMDMG,2768,4588
0,G:HGNC:3023,G:HGNC:9376,GTG,625,928
1,G:HGNC:3023,G:HGNC:9376,GMDMG,4445,4996
2,G:HGNC:3023,G:HGNC:9376,GMDpDMG,6100,6436
0,G:HGNC:2897,G:HGNC:16245,GTG,195,505
1,G:HGNC:2897,G:HGNC:16245,GMG,522,1357
3,G:HGNC:2897,G:HGNC:16245,GMDpDMG,3119,6948
2,G:HGNC:2897,G:HGNC:16245,GMDMG,3305,5496
1,G:HGNC:2345,G:HGNC:11439,GMG,232,1743
2,G:HGNC:2345,G:HGNC:11439,GMDMG,326,6172
0,G:HGNC:2345,G:HGNC:11439,GTG,722,744
3,G:HGNC:2345,G:HGNC:11439,GMDpDMG,791,7265
2,G:HGNC:940,G:HGNC:3373,GMDMG,447,5611
1,G:HGNC:940,G:HGNC:3373,GMG,491,950
0,G:HGNC:940,G:HGNC:3373,GTG,559,882
3,G:HGNC:940,G:HGNC:3373,GMDpDMG,599,7530
0,G:HGNC:25152,G:HGNC:16735,GTG,30,229
1,G:HGNC:25152,G:HGNC:16735,GMG,1582,1739
3,G:HGNC:25152,G:HGNC:16735,GMDpDMG,1972,6411
2,G:HGNC:25152,G:HGNC:16735,GMDMG,3186,5442
0,G:HGNC:7132,G:HGNC:11364,GDpDG,223,479
2,G:HGNC:7132,G:HGNC:11364,GTG,308,1055
3,G:HGNC:7132,G:HGNC:11364,GMG,578,1057
5,G:HGNC:7132,G:HGNC:11364,GMDpDMG,666,7242
1,G:HGNC:7132,G:HGNC:11364,GDpDpDG,777,5784
4,G:HGNC:7132,G:HGNC:11364,GMDMG,1997,6339
0,G:HGNC:19768,G:HGNC:7230,GTG,390,605
1,G:HGNC:19768,G:HGNC:7230,GMG,411,1910
2,G:HGNC:19768,G:HGNC:7230,GMDMG,1796,5909
3,G:HGNC:19768,G:HGNC:7230,GMDpDMG,4727,6970
3,G:HGNC:166,G:HGNC:13717,GMDpDMG,27,7772
1,G:HGNC:166,G:HGNC:13717,GMG,185,1592
0,G:HGNC:166,G:HGNC:13717,GTG,529,604
2,G:HGNC:166,G:HGNC:13717,GMDMG,1432,6668
0,G:HGNC:17302,G:HGNC:10896,GTG,518,607
1,G:HGNC:17302,G:HGNC:10896,GMG,665,1707
3,G:HGNC:17302,G:HGNC:10896,GMDpDMG,1852,6802
2,G:HGNC:17302,G:HGNC:10896,GMDMG,2116,4879
0,G:HGNC:962,G:HGNC:17175,GTG,119,429
1,G:HGNC:962,G:HGNC:17175,GMG,507,1612
2,G:HGNC:962,G:HGNC:17175,GMDMG,4716,5217
0,G:HGNC:7107,G:HGNC:12783,GMG,1031,1107
2,G:HGNC:7107,G:HGNC:12783,GMDpDMG,1038,7149
1,G:HGNC:7107,G:HGNC:12783,GMDMG,2080,6192
0,G:HGNC:7670,G:HGNC:12998,GTG,249,605
3,G:HGNC:7670,G:HGNC:12998,GMDpDMG,348,8120
1,G:HGNC:7670,G:HGNC:12998,GMG,1124,1638
2,G:HGNC:7670,G:HGNC:12998,GMDMG,1220,7926
0,G:HGNC:3017,G:HGNC:24566,GTG,298,479
1,G:HGNC:3017,G:HGNC:24566,GMG,1268,1308
2,G:HGNC:3017,G:HGNC:24566,GMDMG,1696,4934
3,G:HGNC:3017,G:HGNC:24566,GMDpDMG,1882,5137
0,G:HGNC:3537,G:HGNC:8050,GMG,736,1734
1,G:HGNC:3537,G:HGNC:8050,GMDMG,2904,5252
2,G:HGNC:3537,G:HGNC:8050,GMDpDMG,2959,6326
2,G:HGNC:28680,G:HGNC:2553,GMDMG,79,4429
0,G:HGNC:28680,G:HGNC:2553,GTG,225,602
1,G:HGNC:28680,G:HGNC:2553,GMG,580,1516
3,G:HGNC:28680,G:HGNC:2553,GMDpDMG,2700,5455
0,G:HGNC:5961,G:HGNC:9887,GTG,378,687
1,G:HGNC:5961,G:HGNC:9887,GMG,1082,1362
2,G:HGNC:5961,G:HGNC:9887,GMDMG,3252,4298
0,G:HGNC:3023,G:HGNC:23576,GTG,618,755
1,G:HGNC:3023,G:HGNC:23576,GMDMG,4675,5077
2,G:HGNC:3023,G:HGNC:23576,GMDpDMG,4978,6337
0,G:HGNC:2082,G:HGNC:11111,GTG,323,711
1,G:HGNC:2082,G:HGNC:11111,GMG,773,1149
3,G:HGNC:2082,G:HGNC:11111,GMDpDMG,1070,6826
2,G:HGNC:2082,G:HGNC:11111,GMDMG,1122,5126
0,G:HGNC:21529,G:HGNC:25950,GMG,219,1554
1,G:HGNC:21529,G:HGNC:25950,GMDMG,2391,4555
2,G:HGNC:21529,G:HGNC:25950,GMDpDMG,3840,6308
1,G:HGNC:8620,G:HGNC:12856,GTG,243,945
2,G:HGNC:8620,G:HGNC:12856,GMG,978,1068
3,G:HGNC:8620,G:HGNC:12856,GMDMG,3212,4462
0,G:HGNC:8620,G:HGNC:12856,GDpDpDG,4279,5383
4,G:HGNC:8620,G:HGNC:12856,GMDpDMG,5028,5735
0,G:HGNC:711,G:HGNC:20742,GMG,767,1341
1,G:HGNC:711,G:HGNC:20742,GMDMG,2635,3867
2,G:HGNC:711,G:HGNC:20742,GMDpDMG,4069,6067
0,G:HGNC:16298,G:HGNC:6401,GTG,61,424
1,G:HGNC:16298,G:HGNC:6401,GMG,1398,1593
2,G:HGNC:16298,G:HGNC:6401,GMDMG,3387,5719
3,G:HGNC:16298,G:HGNC:6401,GMDpDMG,3516,7303
0,G:HGNC:28593,G:HGNC:18154,GTG,98,394
1,G:HGNC:28593,G:HGNC:18154,GMG,865,1963
2,G:HGNC:28593,G:HGNC:18154,GMDMG,1326,6411
3,G:HGNC:28593,G:HGNC:18154,GMDpDMG,1658,7580
0,G:HGNC:19741,G:HGNC:12851,GMG,261,1627
1,G:HGNC:19741,G:HGNC:12851,GMDMG,1968,5786
2,G:HGNC:19741,G:HGNC:12851,GMDpDMG,3855,7271
0,G:HGNC:11110,G:HGNC:6347,GTG,78,589
1,G:HGNC:11110,G:HGNC:6347,GMG,664,1262
2,G:HGNC:11110,G:HGNC:6347,GMDMG,2681,5592
3,G:HGNC:11110,G:HGNC:6347,GMDpDMG,4145,6693
0,G:HGNC:28593,G:HGNC:20809,GMG,574,1690
1,G:HGNC:28593,G:HGNC:20809,GMDMG,2419,6258
2,G:HGNC:28593,G:HGNC:20809,GMDpDMG,3086,6760
0,G:HGNC:689,G:HGNC:8620,GTG,521,848
1,G:HGNC:689,G:HGNC:8620,GMG,1000,1103
2,G:HGNC:689,G:HGNC:8620,GMDMG,3952,4572
3,G:HGNC:689,G:HGNC:8620,GMDpDMG,4225,5751
0,G:HGNC:26169,G:HGNC:21157,GTG,221,389
1,G:HGNC:26169,G:HGNC:21157,GMG,974,1134
2,G:HGNC:26169,G:HGNC:21157,GMDMG,4205,4961
3,G:HGNC:26169,G:HGNC:21157,GMDpDMG,5397,5898
0,G:HGNC:6871,G:HGNC:6771,GTG,364,1000
1,G:HGNC:6871,G:HGNC:6771,GMG,1093,1949
3,G:HGNC:6871,G:HGNC:6771,GMDpDMG,1756,7655
2,G:HGNC:6871,G:HGNC:6771,GMDMG,1886,6332
0,G:HGNC:19331,G:HGNC:20155,GTG,117,341
2,G:HGNC:19331,G:HGNC:20155,GMDMG,520,4589
1,G:HGNC:19331,G:HGNC:20155,GMG,739,1663
3,G:HGNC:19331,G:HGNC:20155,GMDpDMG,1706,6424
3,G:HGNC:7719,G:HGNC:19221,GMDpDMG,26,6999
0,G:HGNC:7719,G:HGNC:19221,GTG,99,329
2,G:HGNC:7719,G:HGNC:19221,GMDMG,1276,6176
1,G:HGNC:7719,G:HGNC:19221,GMG,1666,1698
0,G:HGNC:24011,G:HGNC:777,GTG,337,626
2,G:HGNC:24011,G:HGNC:777,GMDMG,985,6548
1,G:HGNC:24011,G:HGNC:777,GMG,1212,2124
3,G:HGNC:24011,G:HGNC:777,GMDpDMG,3367,6904
0,G:HGNC:1722,G:HGNC:6619,GMDMG,3653,4810
1,G:HGNC:1722,G:HGNC:6619,GMDpDMG,4709,6084
2,G:HGNC:24578,G:HGNC:24637,GMDMG,154,7944
0,G:HGNC:24578,G:HGNC:24637,GTG,189,358
3,G:HGNC:24578,G:HGNC:24637,GMDpDMG,218,8004
1,G:HGNC:24578,G:HGNC:24637,GMG,239,2449
0,G:HGNC:18717,G:HGNC:29005,GMG,1352,1712
1,G:HGNC:18717,G:HGNC:29005,GMDMG,4222,5174
2,G:HGNC:18717,G:HGNC:29005,GMDpDMG,5162,6252
2,G:HGNC:17097,G:HGNC:10978,GMG,133,1854
1,G:HGNC:17097,G:HGNC:10978,GTG,350,490
3,G:HGNC:17097,G:HGNC:10978,GMDMG,2226,4398
0,G:HGNC:17097,G:HGNC:10978,GDpDpDG,3178,4465
4,G:HGNC:17097,G:HGNC:10978,GMDpDMG,3843,6501
1,G:HGNC:18717,G:HGNC:12412,GMDMG,82,7763
0,G:HGNC:18717,G:HGNC:12412,GMG,212,2062
2,G:HGNC:18717,G:HGNC:12412,GMDpDMG,342,7694
0,G:HGNC:16934,G:HGNC:9237,GMDMG,4261,5251
1,G:HGNC:16934,G:HGNC:9237,GMDpDMG,4662,5836
3,G:HGNC:9784,G:HGNC:12494,GMDpDMG,327,6596
0,G:HGNC:9784,G:HGNC:12494,GTG,340,562
1,G:HGNC:9784,G:HGNC:12494,GMG,559,1738
2,G:HGNC:9784,G:HGNC:12494,GMDMG,1807,5371
0,G:HGNC:5961,G:HGNC:25950,GTG,439,659
1,G:HGNC:5961,G:HGNC:25950,GMG,610,1488
2,G:HGNC:5961,G:HGNC:25950,GMDMG,1088,3110
0,G:HGNC:17152,G:HGNC:24594,GMG,366,2227
1,G:HGNC:17152,G:HGNC:24594,GMDMG,588,7354
2,G:HGNC:17152,G:HGNC:24594,GMDpDMG,1606,7756
4,G:HGNC:1100,G:HGNC:17755,GMDpDMG,662,6795
1,G:HGNC:1100,G:HGNC:17755,GTG,683,739
2,G:HGNC:1100,G:HGNC:17755,GMG,1265,1468
3,G:HGNC:1100,G:HGNC:17755,GMDMG,1497,4624
0,G:HGNC:1100,G:HGNC:17755,GDpDpDG,3490,5573
0,G:HGNC:23480,G:HGNC:9623,GTG,165,533
2,G:HGNC:23480,G:HGNC:9623,GMDMG,1284,6750
1,G:HGNC:23480,G:HGNC:9623,GMG,1396,1682
3,G:HGNC:23480,G:HGNC:9623,GMDpDMG,2086,6578
2,G:HGNC:795,G:HGNC:3711,GMDMG,100,7879
1,G:HGNC:795,G:HGNC:3711,GMG,253,1070
0,G:HGNC:795,G:HGNC:3711,GTG,654,686
3,G:HGNC:795,G:HGNC:3711,GMDpDMG,2035,8034
0,G:HGNC:24682,G:HGNC:6914,GTG,304,446
1,G:HGNC:24682,G:HGNC:6914,GMG,1075,1327
2,G:HGNC:24682,G:HGNC:6914,GMDMG,2647,6203
3,G:HGNC:24682,G:HGNC:6914,GMDpDMG,3827,6606
0,G:HGNC:6968,G:HGNC:4047,GTG,165,481
1,G:HGNC:6968,G:HGNC:4047,GMG,735,1529
3,G:HGNC:6968,G:HGNC:4047,GMDpDMG,2031,7081
2,G:HGNC:6968,G:HGNC:4047,GMDMG,2232,5807
0,G:HGNC:3800,G:HGNC:17278,GTG,542,751
2,G:HGNC:3800,G:HGNC:17278,GMDMG,716,6844
1,G:HGNC:3800,G:HGNC:17278,GMG,854,1785
3,G:HGNC:3800,G:HGNC:17278,GMDpDMG,889,7748
0,G:HGNC:14005,G:HGNC:9854,GTG,95,493
1,G:HGNC:14005,G:HGNC:9854,GMG,1402,1823
2,G:HGNC:14005,G:HGNC:9854,GMDMG,3062,7130
3,G:HGNC:14005,G:HGNC:9854,GMDpDMG,3976,7676
0,G:HGNC:1743,G:HGNC:10378,GTG,307,559
2,G:HGNC:1743,G:HGNC:10378,GMDMG,369,3941
1,G:HGNC:1743,G:HGNC:10378,GMG,840,1598
3,G:HGNC:1743,G:HGNC:10378,GMDpDMG,1076,6400
4,G:HGNC:5465,G:HGNC:15454,GMDMG,185,8852
0,G:HGNC:5465,G:HGNC:15454,GDpDG,195,643
1,G:HGNC:5465,G:HGNC:15454,GDpDpDG,420,5839
5,G:HGNC:5465,G:HGNC:15454,GMDpDMG,469,8377
2,G:HGNC:5465,G:HGNC:15454,GTG,507,587
3,G:HGNC:5465,G:HGNC:15454,GMG,883,2626
0,G:HGNC:11969,G:HGNC:12856,GTG,338,696
1,G:HGNC:11969,G:HGNC:12856,GMG,677,1980
2,G:HGNC:11969,G:HGNC:12856,GMDMG,2093,7245
3,G:HGNC:11969,G:HGNC:12856,GMDpDMG,4803,7971
0,G:HGNC:6547,G:HGNC:19221,GTG,504,594
2,G:HGNC:6547,G:HGNC:19221,GMDMG,1227,7365
1,G:HGNC:6547,G:HGNC:19221,GMG,1318,2034
3,G:HGNC:6547,G:HGNC:19221,GMDpDMG,1709,7834
0,G:HGNC:8800,G:HGNC:11850,GTG,449,847
1,G:HGNC:8800,G:HGNC:11850,GMDMG,2034,3830
2,G:HGNC:8800,G:HGNC:11850,GMDpDMG,2148,5522
1,G:HGNC:1490,G:HGNC:16051,GMG,224,1846
0,G:HGNC:1490,G:HGNC:16051,GTG,238,544
3,G:HGNC:1490,G:HGNC:16051,GMDpDMG,1692,6604
2,G:HGNC:1490,G:HGNC:16051,GMDMG,2331,5813
1,G:HGNC:11743,G:HGNC:12787,GMG,679,1192
0,G:HGNC:11743,G:HGNC:12787,GTG,753,788
2,G:HGNC:11743,G:HGNC:12787,GMDMG,1685,3174
3,G:HGNC:11743,G:HGNC:12787,GMDpDMG,4363,4766
0,G:HGNC:29923,G:HGNC:17845,GMG,857,1360
1,G:HGNC:29923,G:HGNC:17845,GMDMG,2673,6491
2,G:HGNC:29923,G:HGNC:17845,GMDpDMG,3092,7250
3,G:HGNC:26971,G:HGNC:7881,GMDpDMG,359,7153
0,G:HGNC:26971,G:HGNC:7881,GTG,776,817
1,G:HGNC:26971,G:HGNC:7881,GMG,847,1516
2,G:HGNC:26971,G:HGNC:7881,GMDMG,1579,6010
0,G:HGNC:5010,G:HGNC:14951,GTG,487,590
2,G:HGNC:5010,G:HGNC:14951,GMDMG,572,7742
1,G:HGNC:5010,G:HGNC:14951,GMG,818,2065
3,G:HGNC:5010,G:HGNC:14951,GMDpDMG,1713,8134
1,G:HGNC:1386,G:HGNC:5464,GTG,433,612
2,G:HGNC:1386,G:HGNC:5464,GMG,847,1571
3,G:HGNC:1386,G:HGNC:5464,GMDMG,3290,3893
0,G:HGNC:1386,G:HGNC:5464,GDpDpDG,3550,5642
4,G:HGNC:1386,G:HGNC:5464,GMDpDMG,6004,6163
0,G:HGNC:667,G:HGNC:11723,GTG,612,880
1,G:HGNC:667,G:HGNC:11723,GMG,934,1167
2,G:HGNC:667,G:HGNC:11723,GMDMG,1127,5667
3,G:HGNC:667,G:HGNC:11723,GMDpDMG,2823,6393
3,G:HGNC:4983,G:HGNC:27265,GMDpDMG,428,7557
1,G:HGNC:4983,G:HGNC:27265,GMG,551,2541
0,G:HGNC:4983,G:HGNC:27265,GTG,680,730
2,G:HGNC:4983,G:HGNC:27265,GMDMG,1072,5775
1,G:HGNC:6304,G:HGNC:14335,GMDMG,150,7049
2,G:HGNC:6304,G:HGNC:14335,GMDpDMG,473,8031
0,G:HGNC:6304,G:HGNC:14335,GMG,1417,1750
2,G:HGNC:14258,G:HGNC:7132,GMDMG,178,7193
0,G:HGNC:14258,G:HGNC:7132,GTG,330,593
3,G:HGNC:14258,G:HGNC:7132,GMDpDMG,774,7567
1,G:HGNC:14258,G:HGNC:7132,GMG,808,1174
0,G:HGNC:11743,G:HGNC:26253,GTG,366,758
1,G:HGNC:11743,G:HGNC:26253,GMG,1023,1485
2,G:HGNC:11743,G:HGNC:26253,GMDMG,2059,3532
3,G:HGNC:11743,G:HGNC:26253,GMDpDMG,4081,5854
0,G:HGNC:169,G:HGNC:11491,GTG,437,793
1,G:HGNC:169,G:HGNC:11491,GMG,1116,1316
2,G:HGNC:169,G:HGNC:11491,GMDMG,4713,5050
3,G:HGNC:169,G:HGNC:11491,GMDpDMG,5534,6054
0,G:HGNC:21157,G:HGNC:29259,GTG,512,607
1,G:HGNC:21157,G:HGNC:29259,GMG,1814,2138
2,G:HGNC:21157,G:HGNC:29259,GMDMG,4936,5950
3,G:HGNC:21157,G:HGNC:29259,GMDpDMG,5533,6021
0,G:HGNC:9701,G:HGNC:29005,GTG,321,475
3,G:HGNC:9701,G:HGNC:29005,GMDpDMG,1026,5002
1,G:HGNC:9701,G:HGNC:29005,GMG,1311,1546
2,G:HGNC:9701,G:HGNC:29005,GMDMG,1998,3686
0,G:HGNC:7666,G:HGNC:14581,GTG,674,811
0,G:HGNC:29644,G:HGNC:33920,GTG,41,221
1,G:HGNC:29644,G:HGNC:33920,GMG,422,2357
2,G:HGNC:29644,G:HGNC:33920,GMDMG,4191,5151
3,G:HGNC:29644,G:HGNC:33920,GMDpDMG,5548,5554
0,G:HGNC:9784,G:HGNC:25919,GMG,1223,1775
2,G:HGNC:9784,G:HGNC:25919,GMDpDMG,2989,7335
1,G:HGNC:9784,G:HGNC:25919,GMDMG,3094,6282
1,G:HGNC:25248,G:HGNC:11804,GMDMG,62,5253
0,G:HGNC:25248,G:HGNC:11804,GMG,235,2459
2,G:HGNC:25248,G:HGNC:11804,GMDpDMG,3945,7247
1,G:HGNC:924,G:HGNC:16002,GTG,399,523
2,G:HGNC:924,G:HGNC:16002,GMG,1344,1653
0,G:HGNC:924,G:HGNC:16002,GDpDpDG,1396,5549
3,G:HGNC:924,G:HGNC:16002,GMDMG,2297,6453
4,G:HGNC:924,G:HGNC:16002,GMDpDMG,2960,7198
0,G:HGNC:2205,G:HGNC:1239,GTG,351,460
1,G:HGNC:2205,G:HGNC:1239,GMG,1323,1475
2,G:HGNC:2205,G:HGNC:1239,GMDMG,2640,3699
3,G:HGNC:2205,G:HGNC:1239,GMDpDMG,4441,5506
0,G:HGNC:659,G:HGNC:21100,GTG,416,609
1,G:HGNC:659,G:HGNC:21100,GMG,1242,1300
2,G:HGNC:659,G:HGNC:21100,GMDMG,2027,6105
3,G:HGNC:659,G:HGNC:21100,GMDpDMG,5672,7203
0,G:HGNC:18421,G:HGNC:18782,GTG,207,480
1,G:HGNC:18421,G:HGNC:18782,GMG,680,2247
3,G:HGNC:18421,G:HGNC:18782,GMDpDMG,1086,7715
2,G:HGNC:18421,G:HGNC:18782,GMDMG,1152,7303
0,G:HGNC:1599,G:HGNC:1774,GTG,463,987
0,G:HGNC:2745,G:HGNC:3826,GTG,500,719
1,G:HGNC:2745,G:HGNC:3826,GMG,931,1505
2,G:HGNC:2745,G:HGNC:3826,GMDMG,3583,6036
3,G:HGNC:2745,G:HGNC:3826,GMDpDMG,5741,6827
0,G:HGNC:7107,G:HGNC:15989,GMG,1415,1555
2,G:HGNC:7107,G:HGNC:15989,GMDpDMG,1611,7047
1,G:HGNC:7107,G:HGNC:15989,GMDMG,3287,5440
1,G:HGNC:17088,G:HGNC:8004,GMG,475,666
0,G:HGNC:17088,G:HGNC:8004,GTG,596,797
3,G:HGNC:17088,G:HGNC:8004,GMDpDMG,3786,5742
2,G:HGNC:17088,G:HGNC:8004,GMDMG,3948,4772
0,G:HGNC:26971,G:HGNC:9583,GTG,181,385
3,G:HGNC:26971,G:HGNC:9583,GMDpDMG,728,7510
1,G:HGNC:26971,G:HGNC:9583,GMG,1205,1688
2,G:HGNC:26971,G:HGNC:9583,GMDMG,1533,6714
0,G:HGNC:24170,G:HGNC:6679,GTG,46,383
1,G:HGNC:24170,G:HGNC:6679,GMG,968,1214
2,G:HGNC:24170,G:HGNC:6679,GMDMG,1618,3308
3,G:HGNC:24170,G:HGNC:6679,GMDpDMG,2483,5210
0,G:HGNC:2082,G:HGNC:16262,GTG,330,788
1,G:HGNC:2082,G:HGNC:16262,GMG,938,1135
2,G:HGNC:2082,G:HGNC:16262,GMDMG,3138,4404
3,G:HGNC:2082,G:HGNC:16262,GMDpDMG,4243,5906
0,G:HGNC:11892,G:HGNC:592,GTG,911,1014
1,G:HGNC:11892,G:HGNC:592,GMG,1583,1821
2,G:HGNC:11892,G:HGNC:592,GMDMG,5001,5176
3,G:HGNC:11892,G:HGNC:592,GMDpDMG,5736,6182
0,G:HGNC:6156,G:HGNC:7670,GTG,585,791
1,G:HGNC:6156,G:HGNC:7670,GMG,1281,1667
2,G:HGNC:6156,G:HGNC:7670,GMDMG,2801,7006
3,G:HGNC:6156,G:HGNC:7670,GMDpDMG,3689,7381
1,G:HGNC:10548,G:HGNC:6192,GTG,363,949
2,G:HGNC:10548,G:HGNC:6192,GMG,1014,1344
0,G:HGNC:10548,G:HGNC:6192,GDpDpDG,3946,5522
3,G:HGNC:10548,G:HGNC:6192,GMDMG,4561,5598
4,G:HGNC:10548,G:HGNC:6192,GMDpDMG,5851,6384
0,G:HGNC:4341,G:HGNC:6153,GTG,468,819
1,G:HGNC:4341,G:HGNC:6153,GMG,1487,1754
2,G:HGNC:4341,G:HGNC:6153,GMDMG,1708,6503
3,G:HGNC:4341,G:HGNC:6153,GMDpDMG,2797,7152
1,G:HGNC:6769,G:HGNC:11773,GDpDpDG,13,5714
0,G:HGNC:6769,G:HGNC:11773,GDpDG,15,346
2,G:HGNC:6769,G:HGNC:11773,GTG,335,1009
3,G:HGNC:6769,G:HGNC:11773,GMG,923,1355
4,G:HGNC:6769,G:HGNC:11773,GMDMG,3950,5601
5,G:HGNC:6769,G:HGNC:11773,GMDpDMG,5258,6501
0,G:HGNC:37231,G:HGNC:13503,GMG,179,1343
2,G:HGNC:37231,G:HGNC:13503,GMDpDMG,1710,4794
1,G:HGNC:37231,G:HGNC:13503,GMDMG,1882,3589
0,G:HGNC:25239,G:HGNC:11729,GMG,695,1726
1,G:HGNC:25239,G:HGNC:11729,GMDMG,2777,4183
2,G:HGNC:25239,G:HGNC:11729,GMDpDMG,3112,6370
2,G:HGNC:19009,G:HGNC:28866,GMDMG,156,4416
0,G:HGNC:19009,G:HGNC:28866,GTG,189,481
1,G:HGNC:19009,G:HGNC:28866,GMG,709,1370
3,G:HGNC:19009,G:HGNC:28866,GMDpDMG,1499,5404
0,G:HGNC:29533,G:HGNC:26886,GTG,100,444
3,G:HGNC:29533,G:HGNC:26886,GMDpDMG,275,7485
2,G:HGNC:29533,G:HGNC:26886,GMDMG,469,6459
1,G:HGNC:29533,G:HGNC:26886,GMG,571,1953
0,G:HGNC:4765,G:HGNC:6769,GTG,736,976
1,G:HGNC:4765,G:HGNC:6769,GMG,748,1121
2,G:HGNC:4765,G:HGNC:6769,GMDMG,4250,5461
3,G:HGNC:4765,G:HGNC:6769,GMDpDMG,5646,6500
0,G:HGNC:4913,G:HGNC:29041,GTG,454,549
2,G:HGNC:4913,G:HGNC:29041,GMDMG,538,3449
1,G:HGNC:4913,G:HGNC:29041,GMG,910,1863
3,G:HGNC:4913,G:HGNC:29041,GMDpDMG,1662,4985
0,G:HGNC:4323,G:HGNC:28365,GTG,157,407
1,G:HGNC:4323,G:HGNC:28365,GMG,306,2007
2,G:HGNC:4323,G:HGNC:28365,GMDMG,2485,5937
3,G:HGNC:4323,G:HGNC:28365,GMDpDMG,4876,7066
0,G:HGNC:6395,G:HGNC:10833,GTG,149,475
1,G:HGNC:6395,G:HGNC:10833,GMG,232,1504
3,G:HGNC:6395,G:HGNC:10833,GMDpDMG,2171,7668
2,G:HGNC:6395,G:HGNC:10833,GMDMG,2430,6902
0,G:HGNC:4566,G:HGNC:6285,GTG,459,622
1,G:HGNC:4566,G:HGNC:6285,GMG,1471,1522
2,G:HGNC:4566,G:HGNC:6285,GMDMG,1803,4277
3,G:HGNC:4566,G:HGNC:6285,GMDpDMG,2235,6226
0,G:HGNC:689,G:HGNC:16735,GMG,82,1675
1,G:HGNC:689,G:HGNC:16735,GMDMG,491,5984
2,G:HGNC:689,G:HGNC:16735,GMDpDMG,2274,6881
0,G:HGNC:18646,G:HGNC:12476,GTG,395,524
2,G:HGNC:18646,G:HGNC:12476,GMDMG,534,4318
3,G:HGNC:18646,G:HGNC:12476,GMDpDMG,551,6566
1,G:HGNC:18646,G:HGNC:12476,GMG,1366,1510
1,G:HGNC:533,G:HGNC:21370,GMDpDMG,1313,5358
0,G:HGNC:533,G:HGNC:21370,GMDMG,3215,3849
1,G:HGNC:17208,G:HGNC:13503,GTG,339,475
2,G:HGNC:17208,G:HGNC:13503,GMG,1213,1373
0,G:HGNC:17208,G:HGNC:13503,GDpDpDG,3364,5600
3,G:HGNC:17208,G:HGNC:13503,GMDMG,3428,5398
4,G:HGNC:17208,G:HGNC:13503,GMDpDMG,5585,6756
0,G:HGNC:8127,G:HGNC:20816,GTG,248,565
1,G:HGNC:8127,G:HGNC:20816,GMG,857,1386
2,G:HGNC:8127,G:HGNC:20816,GMDMG,2796,4602
3,G:HGNC:8127,G:HGNC:20816,GMDpDMG,4289,6422
0,G:HGNC:22965,G:HGNC:11785,GTG,635,705
1,G:HGNC:22965,G:HGNC:11785,GMG,1165,1633
2,G:HGNC:22965,G:HGNC:11785,GMDMG,3814,5741
3,G:HGNC:22965,G:HGNC:11785,GMDpDMG,4790,6849
1,G:HGNC:812,G:HGNC:23247,GTG,367,472
3,G:HGNC:812,G:HGNC:23247,GMDMG,1412,5748
2,G:HGNC:812,G:HGNC:23247,GMG,1460,2062
4,G:HGNC:812,G:HGNC:23247,GMDpDMG,2342,7559
0,G:HGNC:812,G:HGNC:23247,GDpDpDG,3189,5250
0,G:HGNC:4986,G:HGNC:16447,GTG,100,363
1,G:HGNC:4986,G:HGNC:16447,GMG,1691,1724
2,G:HGNC:4986,G:HGNC:16447,GMDMG,3418,4518
3,G:HGNC:4986,G:HGNC:16447,GMDpDMG,3926,4469
1,G:HGNC:5194,G:HGNC:9772,GMDMG,983,5160
